text,source_team,year,chunk
[],UCLA,2015,0
"relationships: [[""Slovenia_HS"", ""collaboration with"", ""Aachen""]]",Slovenia_HS,2015,1
"relationships: [[""SCUT-China"", ""received support from"", ""Prof. Tan Wen""],[""SCUT-China"", ""received support from"", ""Prof. Quan Lei""],[""SCUT-China"", ""received support from"", ""Prof. Duan Xiaobo""],[""SCUT-China"", ""received support from"", ""Prof. Ye Yanrui""],[""SCUT-China"", ""received support from"", ""Prof. Sun Xiaoou""],[""SCUT-China"", ""received support from"", ""Yu Lixia""],[""SCUT-China"", ""received support from"", ""Zhang Changjiang""]]",SCUT-China,2015,2
"relationships: [[""Aalto-Helsinki"", ""participated in iGEM competition"", ""other iGEM teams""]]",Aalto-Helsinki,2015,3
"relationships: [[""Lethbridge"", ""collaborated with"", ""iGEM""]]",Lethbridge,2015,4
"relationships: [[""NJAU_China"", ""participated in iGEM"", ""other iGEM teams""]]",NJAU_China,2015,5
"relationships: [[""EPF_Lausanne"", ""participated in"", ""iGEM competition""]]",EPF_Lausanne,2015,6
[],Tsinghua-A,2015,7
"relationships: [[""Hangzhou-H14Z"", ""collaborated"", ""Zhejiang University""]]",Hangzhou-H14Z,2015,8
"relationships: [[""Dundee"", ""collaborated"", ""iGEM teams""],[""Dundee"",""received support from"",""iGEM teams""],[""Dundee"",""mentored"",""iGEM teams""]]",Dundee,2015,9
"relationships: [[""Warwick"", ""met"", ""Glasgow University""], [""Glasgow University"", ""shared AzureA with"", ""Warwick""], [""Warwick"", ""collaborated with"", ""Manchester-Graz team""], [""Warwick"", ""collaborated with"", ""Manchester-Graz team""], [""Manchester-Graz team"", ""collaborated with"", ""Warwick""], [""Warwick"", ""collaborated with"", ""Manchester-Graz team""], [""Manchester-Graz team"", ""collaborated with"", ""Warwick""]]",Warwick,2015,10
"relationships: [[""Aalto-Helsinki"", ""collaborated with"", ""Team Stockholm""],[""Aalto-Helsinki"",""used Flowdock communication platform""],[""Aalto-Helsinki"",""integrated Team seeker and Biobrick seeker into the Hub""],[""Aalto-Helsinki"",""participated in iGEM competition""]]",Aalto-Helsinki,2015,11
[],Georgia_State,2015,12
relationships: [],ETH_Zurich,2015,13
