text,source_team,year,chunk
"relationships: [[""SJTU-BioX-Shanghai"", ""participated in publicity activity with"", ""FDU""],[""SJTU-BioX-Shanghai"",""participated in publicity activity with"",""TJU""],[""SJTU-BioX-Shanghai"",""participated in publicity activity with"",""ZJU""],[""SJTU-BioX-Shanghai"",""participated in publicity activity with"",""SJTLU""],[""SJTU-BioX-Shanghai"",""participated in publicity activity with"",""NYU Shanghai""],[""SJTU-BioX-Shanghai"",""participated in publicity activity with"",""SJTU Software""]]",SJTU-BioX-Shanghai,2015,0
"relationships: [[""BostonU"", ""collaborated"", ""team 66""],[""BostonU"", ""collaborated"", ""team 69""],[""BostonU"", ""collaborated"", ""team 70""],[""BostonU"", ""collaborated"", ""team 78""],[""BostonU"", ""collaborated"", ""team 81""],[""BostonU"", ""collaborated"", ""team 215""],[""BostonU"", ""collaborated"", ""team 216""],[""BostonU"", ""collaborated"", ""team 220""]]",BostonU,2015,1
relationships: [],Dundee,2015,2
[],Toronto,2015,3
"Based on the given text, there are no explicit relationships mentioned between Team Hong_Kong_HKU and any other teams. Therefore, the relationships list would be [].",Hong_Kong_HKU,2015,4
"relationships: [[""Waterloo"", ""collaborated with"", ""Anders et al.""], [""Waterloo"", ""used data from"", ""Kleinstiver et al.""], [""Waterloo"", ""used software"", ""3DNA""], [""Waterloo"", ""used software"", ""Chimera""], [""Waterloo"", ""used software"", ""PyRosetta""], [""Waterloo"", ""used software"", ""PyMOL""]]",Waterloo,2015,5
"relationships: [[""Oxford"", ""collaborated"", ""Mabel and Fred""],[""Oxford"",""collaborated"",""Leon's research group""]]",Oxford,2015,6
"relationships: [[""UiOslo_Norway"", ""participated in"", ""iGEM competition""], [""UiOslo_Norway"", ""collaborated with"", ""other iGEM teams""], [""UiOslo_Norway"", ""received technical information from"", ""Scarlan et. al 2009""], [""UiOslo_Norway"", ""received support from"", ""mmoB""], [""UiOslo_Norway"", ""received support from"", ""mmoC""], [""UiOslo_Norway"", ""received support from"", ""mmoD""], [""UiOslo_Norway"", ""received support from"", ""mmoG""]]",UiOslo_Norway,2015,7
relationships: [],Central_Calgary,2015,8
[],Dundee,2015,9
"relationships: [[""DTU-Denmark"", ""collaborated with"", ""Heidelberg""],[""DTU-Denmark"",""improved synthesis of synthetic peptides with"", ""Heidelberg""],[""DTU-Denmark"",""attempted to repeat experiment with"", ""Heidelberg""],[""DTU-Denmark"",""received structural analysis insight from"", ""Heidelberg""]]",DTU-Denmark,2015,10
