text,source_team,year,chunk
[],Edinburgh,2015,0
[],Toronto,2015,1
relationships: [],NYU_Shanghai,2015,2
"[]DNA Sequencing
-Sent samples: ""Miniprep LexAOps/Hy86E3  (Td-Tomato) #1,3,4"" to DNA sequencing.

[]LexAOps + Hy86E3 Liquid Culture
-LexAOps + Hy86E3 (T-64 M-64 #3) Liquid Culture:     
    -Labeled a culturing tube     
    -Turned on bunson burner     
    -Added 5mL of LB+Carb media to tube     
    -Transfered 20uL of cell solution from colony PCR to culturing tube     
    -Incubated overnight 
-LexAOps + Hy86E3 (Old Digest #1-2) Liquid Culture:     
    -Labeled 2 culturing tubes     
    -Turned on bunson burner     
    -Added...",UCSF,2015,3
relationships: [],UCLA,2015,4
[],Heidelberg,2015,5
"relationships: [[""TAS_Taipei"", ""ran SDS-PAGE gel with"", ""E. coli samples containing full device""],[""TAS_Taipei"", ""ran biuret protein color indicator test with"", ""E. coli samples containing YebF+ACT3m""],[""TAS_Taipei"", ""participated in survey conducted by"", ""Pew Research Center""],[""TAS_Taipei"", ""conducted own survey during"", ""school's Spring Fair""]]",TAS_Taipei,2015,6
[],LZU-China,2015,7
"relationships: [[""Queens Canada"", ""received support from"", ""Dr. John Allingham""],[""Queens Canada"", ""received support from"", ""Dr. Peter Davies""],[""Queens Canada"", ""received guidance from"", ""Dr. Robert Campbell""],[""Queens Canada"", ""received training from"", ""Dr. Corey Frazer""],[""Queens Canada"", ""received assistance from"", ""Sherry Gauthier""],[""Queens Canada"", ""received guidance from"", ""Dr. Laurie Graham""],[""Queens Canada"", ""received assistance from"", ""Sean Phippen""],[""Queens Canada"", ""received advice from"", ""Corey Stevens""],[""Queens Canada"", ""received assistance from"", ""Koli Basu""]]",Queens_Canada,2015,8
[],UCL,2015,9
"relationships: [[""ATOMS-Turkiye"", ""cloned into"", ""PSB1C3-T7 plasmid""],[""ATOMS-Turkiye"", ""collaborated with"", ""IDT G-Block""],[""ATOMS-Turkiye"", ""digested by"", ""ECoRI and PstI restriction enzymes""],[""ATOMS-Turkiye"", ""ligated by"", ""T4 DNA Ligase""],[""ATOMS-Turkiye"", ""transformed into"", ""BL21 competent cell strain""],[""ATOMS-Turkiye"", ""performed colony PCR with"", ""Verify Forward and Verify Reverse primers""],[""ATOMS-Turkiye"", ""incubated in liquid culture for"", ""16 hours""],[""ATOMS-Turkiye"", ""isolated plasmid DNA by"", ""miniprep plasmid isolation method""],[""ATOMS-Turkiye"", ""controlled obtained colonies with"", ""cut-check using EcorI and PstI restriction enzymes""],[""ATOMS-Turkiye"", ""cloned into"", ""pET45-HNS/HNS-T108I/PotB59-PomA""]]",ATOMS-Turkiye,2015,10
"[""LZU-China"", ""connected"", ""BBa_K346002'PmerT'""]
[""LZU-China"", ""connected"", ""BBa_1755003'RBS+ribB CDS+B0014'""]
[""LZU-China"", ""transformed"", ""E.coli BL-21""]
[""LZU-China"", ""detected"", ""riboflavin concentration""]
[""LZU-China"", ""used"", ""BBa_K911003 as a promoter""]
[""LZU-China"", ""connected"", ""BBa_1755003'RBS+ribB CDS+B0014'""]
[""LZU-China"", ""transformed"", ""BBa_K1755024""]",LZU-China,2015,11
[],Oxford,2015,12
"[]
There are no relationships mentioned in the text.",IIT_Delhi,2015,13
