text,source_team,year,chunk
relationships: [],Central_Calgary,2015,0
"relationships: [[""Pretoria_UP"", ""instructed by"", ""Dr. Steven Hussey""], [""Pretoria_UP"", ""advised by"", ""Prof. Zander Myburg""], [""Pretoria_UP"", ""advised by"", ""Dr. Eshchar Mizrachi""], [""Pretoria_UP"", ""hosted in"", ""Forest Molecular Genetics group""], [""Pretoria_UP"", ""hosted in"", ""Department of Genetics""], [""Pretoria_UP"", ""hosted in"", ""Forestry and Agricultural Biotechnology Institute (FABI)""]]",Pretoria_UP,2015,1
"relationships: [[""Peking"", ""collaborated with"", ""other iGEM teams""],[""Peking"", ""performed array-based high-throughput measurement with"", ""MTB""],[""Peking"", ""performed array-based high-throughput measurement with"", ""control bacteria (E. coli)""]]",Peking,2015,2
[],Freiburg,2015,3
"relationships: [[""UCL"", ""collaborated with"", ""Materials Processing Team""],[""UCL"",""participated in Measurement Interlab Study"",""UCLA""],[""UCL"",""received support from"",""Pierce""],[""UCL"",""received support from"",""Histidine beads""]]",UCL,2015,4
[],SCUT,2015,5
"relationships: [[""USTC-Software"", ""collaborated with"", ""iGEM HQ""], [""USTC-Software"", ""received support from"", ""Fund""], [""USTC-Software"", ""used"", ""HTML5""], [""USTC-Software"", ""used"", ""WebGL""], [""USTC-Software"", ""used"", ""pixi.js""], [""USTC-Software"", ""used"", ""mocha""], [""USTC-Software"", ""used"", ""chai""], [""USTC-Software"", ""used"", ""phantomjs""], [""USTC-Software"", ""used"", ""jsdoc""], [""USTC-Software"", ""used"", ""Django""], [""USTC-Software"", ""used"", ""Django REST Framework""], [""USTC-Software"", ""used"", ""Cython""], [""USTC-Software"", ""used"", ""ctypes""]]",USTC,2015,6
relationships: [],UCL,2015,7
"relationships: [[""Westminster"", ""received gene from"", ""Caroline Ajo-Franklin""]]",Westminster,2015,8
"relationships: [[""USTC"", ""collaborated"", ""iGEM HQ""]]",USTC,2015,9
