text,source_team,year,chunk
[],Tianjin,2015,0
[],ETH_Zurich,2015,1
relationships: [],UCLA,2015,2
[],Hangzhou-H14Z,2015,3
"relationships: [[""Amoy"", ""publishes Newsletter with"", ""Paris_Bettencourt""],[""Amoy"", ""publishes Newsletter with"", ""Pasteur_Paris""],[""Amoy"", ""interviewed SYSU for special issue""],[""Amoy"", ""appreciates contributions from"", ""Professor Wayne Materi""],[""Amoy"", ""appreciates contributions from"", ""eleven experienced teams""],[""Amoy"", ""collaborated with"", ""eight teams on ethical discussions""],[""Amoy"", ""collaborated with"", ""sixteen teams on ethical discussions""],[""Amoy"", ""participated in projects with"", ""twelve teams""],[""Amoy"", ""published special issue about synthetic biology in different countries""],[""Amoy"", ""collaborated with"", ""twelve teams on synthetic biology in different countries""]]",Amoy,2015,4
"relationships: [[""Amoy"", ""financially supported by"", ""Academic Affairs Office of Xiamen University""], [""Amoy"", ""supported by"", ""College of Chemistry and Chemical Engineering""], [""Amoy"", ""supported by"", ""School of Public Health""], [""Amoy"", ""grateful to"", ""Prof. Baishan Fang""], [""Amoy"", ""grateful to"", ""Prof. Chaoyong Yang""], [""Amoy"", ""grateful to"", ""Prof. Dai Wang""], [""Amoy"", ""grateful to"", ""Prof. Xiaomei Yan""], [""Amoy"", ""grateful to"", ""A. P. Lina Wu""], [""Amoy"", ""received help from"", ""NJU-China""], [""Amoy"", ""received advice from"", ""captain of SYSU-CHINA, Dengwen Lai""], [""Amoy"", ""thanks to"", ""Team Stockholm""]]",Amoy,2015,5
"relationships: [[""METU Turkey"", ""collaborated with"", ""other iGEM teams""]]",METU_Turkey,2015,6
relationships: [],Dundee,2015,7
relationships: [],Goettingen,2015,8
"relationships: [[""UCL"", ""collaborated"", ""iGEM UCLA""]]",UCL,2015,9
[],IIT_Kharagpur,2015,10
[],UCLA,2015,11
[],UChile-OpenBio,2015,12
