text,year
"[[""collaborated with"", ""work""]]",2009
"[[""participated in"", ""meetup""], [""collaborated with"", ""work""], [""received help from"", ""advice""], [""received advice from"", ""advice""]]",2011
"[[""collaborated with"", ""work""], [""received help from"", ""advice""]]",2012
"[[""collaborated"",""work""], [""collaborated with"",""work""], [""helped"",""advice""], [""participated in"",""meetup""]]",2014
"[[""collaborated with"", ""work""], [""collaborated"", ""work""], [""helped"", ""advice""], [""can work with"", ""work""], [""can help improve"", ""advice""], [""can help characterize"", ""advice""], [""can help debug"", ""advice""], [""can help model or simulate"", ""advice""], [""can help test"", ""advice""], [""can help build and test"", ""advice""]]",2015
"[[""can mentor"", ""advice""], [""worked on"", ""work""], [""wrote report with"", ""work""], [""met at"", ""meetup""], [""practiced presentation with"", ""work""], [""organized get-to-know-each-other activity with"", ""meetup""], [""skyped with"", ""work""], [""contacted"", ""other""], [""emailed and had a Skype session with"", ""work""], [""interested in collaborating/helping to mentor"", ""work""]]",2015
"Matching: 
- ""exchanged ideas with"": [[""exchanged ideas with"", ""work""]]
- ""attended conference organized by"": [[""attended conference organized by"", ""meetup""]]
- ""cooperated with"": [[""cooperated with"", ""work""]]
- ""acknowledged"": [[""acknowledged"", ""other""]]
- ""received support from"": [[""received support from"", ""advice""]]
- ""detected"": [[""detected"", ""other""]]
- ""tested software using"": [[""tested software using"", ""work""]]
- ""received help from"": [[""received help from"", ""advice""]]
- ""exchanged advice with"": [[""exchanged advice with"", ""advice""]]
- ""characterized parts for"": [[""characterized parts for"", ""work""]]",2015
"Matching:
1. ""helped with wiki coding for"" - [[""helped with wiki coding for"", ""work""]]
2. ""participated in Synthetic Biology Day with"" - [[""participated in Synthetic Biology Day with"", ""meetup""]]
3. ""provided replicates to"" - [[""provided replicates to"", ""material transfer""]]
4. ""confirmed fluorescence of constructs for"" - [[""confirmed fluorescence of constructs for"", ""work""]]
5. ""received images from"" - [[""received images from"", ""material transfer""]]
6. ""reported data to"" - [[""reported data to"", ""work""]]
7. ""received data from"" - [[""received data from"", ""material transfer""]]
8. ""participated in"" - [[""participated in"", ""work""]]
9. ""attended"" - [[""attended"", ""meetup""]]
10. ""congratulated"" - [[""congratulated"", ""other""]]",2015
"[[""met"", ""meetup""], [""thanked"", ""other""], [""hoped for"", ""other""], [""looked forward to"", ""other""], [""received suggestions from"", ""advice""], [""received questions from"", ""other""], [""participated in survey"", ""other""]]",2015
"Matching:
1. ""collaborated with"" - work
2. ""provided access to"" - material transfer
3. ""received feedback from"" - advice
4. ""received survey distribution support from"" - other
5. ""collaborated"" - work
6. ""provided guidance to"" - advice
7. ""aided in modeling process of"" - work
8. ""helped debugging protocol of"" - work
9. ""shared protocols with"" - material transfer
10. ""shared layout of educational program with"" - material transfer",2016
"[[""advised regarding appeal to government with"", ""advice""], [""communicated with"", ""work""], [""interviewed"", ""work""], [""created"", ""work""], [""contacted"", ""work""], [""had discussions and interviews with"", ""work""], [""wrote PC program for"", ""work""], [""gave help in"", ""work""], [""discussed with"", ""work""], [""listened to presentation of"", ""work""]]",2016
