team,context,target,source_team,year,batch_id,chunk_id
Concordia,received plasmids from,University of Toronto iGEM,Concordia,2016,1,0
Concordia,collaborated,University of Toronto iGEM,Concordia,2016,1,0
Purdue,collaborated,Rose-Hulman Institute of Technology,Purdue,2016,1,1
Rose-Hulman Institute of Technology,contributed to,Purdue,Purdue,2016,1,1
Purdue,collaborated,Sri Venkateswara College of Engineering,Purdue,2016,1,1
Sri Venkateswara College of Engineering,distributed survey for,Purdue,Purdue,2016,1,1
Athens,met and exchanged ideas,UNSW 2018 iGEM Team,Athens,2018,1,2
Athens,met and exchanged ideas,iGEM Paris - Bettencourt Team,Athens,2018,1,2
Athens,completed survey,iGEM Bulgaria,Athens,2018,1,2
Athens,completed survey,iGEM Dusseldorf,Athens,2018,1,2
Athens,completed survey,iGEM Montpellier 2018,Athens,2018,1,2
Athens,completed survey,UNAMBG iGEM 2018,Athens,2018,1,2
Botchan_Lab_Tokyo,advised,iGEM Nagahama,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,participated in festival with,KAIT JAPAN,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,participated in festival with,Tokyo Tech,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,participated in festival with,Kyoto team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,participated in festival with,Kobe team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,participated in festival with,Nagahama team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,participated in festival with,Gifu team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated,Manchester team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated,Virginia team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated,AQA Unesp team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated,UChile_OpenBio-CeBiB team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated,ITB_Indonesia team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated,KUAS_Korea team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated,IIT_Delhi team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated,UAlberta team,Botchan_Lab_Tokyo,2017,1,3
IONIS-PARIS,collaborated,Tokyo Tech team,IONIS-PARIS,2017,1,4
IONIS-PARIS,received characterization material from,Tokyo Tech team,IONIS-PARIS,2017,1,4
Tokyo Tech team,used model handbook from,IONIS-PARIS,IONIS-PARIS,2017,1,4
IONIS-PARIS,collaborated,PARIS Bettencourt team,IONIS-PARIS,2017,1,4
PARIS Bettencourt team,provided devices for,IONIS-PARIS,IONIS-PARIS,2017,1,4
IONIS-PARIS,advised on,PARIS Bettencourt team,IONIS-PARIS,2017,1,4
Hamburg,ongoing support from,Jérémy,Hamburg,2017,1,7
Hamburg,support from,Evry,Hamburg,2017,1,7
Hamburg,planned collaboration,iGEM Delft,Hamburg,2017,1,7
Hamburg,thanked for organizing,iGEM Delft,Hamburg,2017,1,7
Westminster,participated in workshop organized by,Cambridge-JIC,Westminster,2015,1,8
Westminster,helped with surveys for,Aix-Marseille Université,Westminster,2015,1,8
Technion Israel,tutored,Peshawar,Technion_Israel,2016,1,9
Technion Israel,aided in modeling,Peshawar,Technion_Israel,2016,1,9
Technion Israel,helped with cloning,Peshawar,Technion_Israel,2016,1,9
Technion Israel,shared educational program layout,Peshawar,Technion_Israel,2016,1,9
Technion Israel,advised on government appeal,Peshawar,Technion_Israel,2016,1,9
BGIC China,assisted,Shenzhen_SFLS,BGIC_China,2016,1,10
Shenzhen_SFLS,assisted,BGIC China,BGIC_China,2016,1,10
