text,source_team,year,chunk
"relationships: [[""Concordia"", ""collaborated with"", ""University of Toronto iGEM""]]",Concordia,2016,0
"relationships: [[""Purdue iGEM"", ""collaborated"", ""RHIT""],[""Purdue iGEM"", ""provided access to microscope"", ""RHIT""],[""Purdue iGEM"", ""received contribution to past project database"", ""RHIT""],[""Purdue iGEM"", ""received feedback on biosafety protocols"", ""RHIT""],[""Purdue iGEM"", ""collaborated"", ""SVCE""],[""SVCE"", ""distributed survey"", ""Purdue iGEM""],[""Purdue iGEM"", ""characterized temperature-sensitive promoter"", ""SVCE""]]",Purdue,2016,1
"relationships: [[""Athens"", ""met with"", ""UNSW 2018 iGEM Team""], [""Athens"", ""met with"", ""iGEM Paris - Bettencourt Team""], [""Athens"", ""completed survey from"", ""iGEM Bulgaria""], [""Athens"", ""completed survey from"", ""iGEM Dusseldorf""], [""Athens"", ""completed survey from"", ""iGEM Montpellier 2018""], [""Athens"", ""completed survey from"", ""UNAMBG iGEM 2018""]]",Athens,2018,2
"relationships: [[""Botchan_Lab_Tokyo"", ""advised"", ""iGEM Nagahama team""],[""Botchan_Lab_Tokyo"", ""collaborated with"", ""Manchester team""],[""Botchan_Lab_Tokyo"", ""collaborated with"", ""Virginia team""],[""Botchan_Lab_Tokyo"", ""collaborated with"", ""AQA Unesp team""],[""Botchan_Lab_Tokyo"", ""collaborated with"", ""UChile_OpenBio-CeBiB team""],[""Botchan_Lab_Tokyo"", ""collaborated with"", ""ITB_Indonesia team""],[""Botchan_Lab_Tokyo"", ""collaborated with"", ""KUAS_Korea team""],[""Botchan_Lab_Tokyo"", ""collaborated with"", ""IIT_Delhi team""],[""Botchan_Lab_Tokyo"", ""collaborated with"", ""UAlberta team""],[""Botchan_Lab_Tokyo"", ""participated in exhibition with"", ""KAIT JAPAN team""],[""Botchan_Lab_Tokyo"", ""participated in exhibition with"", ""Tokyo Tech team""],[""Botchan_Lab_Tokyo"", ""participated in exhibition with"", ""Kyoto team""],[""Botchan_Lab_Tokyo"", ""participated in exhibition with"", ""Kobe team""],[""Botchan_Lab_Tokyo"", ""participated in exhibition with"", ""Nagahama team""],[""Botchan_Lab_Tokyo"", ""participated in exhibition with"", ""Gifu team""]]",Botchan_Lab_Tokyo,2017,3
"relationships: [[""IONIS-PARIS"", ""collaborated"", ""Tokyo Tech team""], [""IONIS-PARIS"", ""collaborated"", ""PARIS Bettencourt team""]]",IONIS-PARIS,2017,4
"relationships: [[""Makerere University"", ""collaborated with"", ""other iGEM teams""],[""Makerere University"", ""mentored"", ""high-school team""]]",Makerere_University,2018,5
"relationships: [[""Colegio EmelinaU"", ""collaborated"", ""companies and entities""],[""Colegio EmelinaU"", ""collaborated"", ""Sebastian Hernandez""]]",Colegio_EmelinaU,2015,6
"relationships: [[""Hamburg"", ""received support from"", ""Jérémy""], [""Alina"", ""contacted"", ""Jérémy""], [""Hamburg"", ""had ongoing support from"", ""Jérémy""], [""Hamburg"", ""communicated with"", ""Jérémy""], [""Alina"", ""troubleshooted with help from"", ""Jérémy""], [""Hamburg"", ""received support from"", ""Evry""], [""Hamburg"", ""collaborated with"", ""iGEM Delft""], [""iGEM Delft"", ""collaborated with"", ""Hamburg""], [""Hamburg"", ""exchanged ideas with"", ""iGEM Delft""], [""Hamburg"", ""planned cooperation with"", ""iGEM Delft""], [""iGEM Delft"", ""planned cooperation with"", ""Hamburg""], [""Hamburg"", ""thanked"", ""iGEM Delft""], [""iGEM Delft"", ""thanked"", ""Hamburg""], [""Hamburg"", ""participated in European Meetup organized by"", ""iGEM Delft""], [""iGEM Delft"", ""organized European Meetup for"", ""Hamburg""], [""Hamburg"", ""collaborated with"", ""Aalto Helsinki""], [""Aalto Helsinki"", ""collaborated with"", ""Hamburg""]]",Hamburg,2017,7
"relationships: [[""Westminster"", ""collaborated with"", ""Cambridge-JIC team""],[""Westminster"",""helped"",""Aix-Marseille Université""]]",Westminster,2015,8
"relationships: [[""Technion Israel"",""collaborated"",""Peshawar""],[""Technion Israel"",""provided guidance to"",""Peshawar""],[""Technion Israel"",""aided in modeling process of"",""Peshawar""],[""Technion Israel"",""helped debugging protocol of"",""Peshawar""],[""Technion Israel"",""shared protocols with"",""Peshawar""],[""Technion Israel"",""shared layout of educational program with"",""Peshawar""]]",Technion_Israel,2016,9
"relationships: [[""BGIC China"", ""collaborated"", ""SFLS""],[""SFLS"",""collaborated"",""BGIC China""]]",BGIC_China,2016,10
"relationships: [[""Aix-Marseille"", ""collaborated"", ""Evry Paris-Saclay""],[""Aix-Marseille"", ""collaborated"", ""UNebraska-Lincoln""],[""Aix-Marseille"", ""participated in postal card exchange with"", ""Cologne-Duesseldorf""]]",Aix-Marseille,2017,11
"[""Duesseldorf"", ""collaborated with"", ""Tec-Monterrey""]
[""Duesseldorf"", ""collaborated with"", ""USP Brazil""]",Duesseldorf,2018,12
"relationships: [[""Concordia"", ""collaborated with"", ""NAWI Graz iGEM Team""]]",Concordia,2016,13
"relationships: [[""Hong Kong HKUST"", ""collaborated with"", ""Rice University""], [""Hong Kong HKUST"", ""collaborated with"", ""Indian Institute of Technology Madras""], [""Hong Kong HKUST"", ""collaborated with"", ""National University of Singapore""]]",Hong_Kong_HKUST,2016,14
[],KUAS_Korea,2018,15
"relationships: [[""EPFL"", ""collaborated with"", ""30 teams on igem.today""], [""EPFL"", ""communicated with"", ""30 teams on igem.today""], [""EPFL"", ""helped"", ""30 teams on igem.today""], [""EPFL"", ""shared"", ""surveys with 30 teams on igem.today""], [""EPFL"", ""shared"", ""funding campaigns with 30 teams on igem.today""], [""EPFL"", ""set up a system for the future with"", ""30 teams on igem.today""], [""EPFL"", ""created"", ""igem.today""], [""EPFL"", ""interviewed"", ""30 teams""], [""EPFL"", ""learned about"", ""other team's projects""], [""EPFL"", ""contacted"", ""teams through social media""], [""EPFL"", ""had constructive discussions and interviews with"", ""30 teams""], [""EPFL"", ""met great people from"", ""all around the world""], [""EPFL"", ""knows"", ""a couple of teams they want to meet at the Giant Jamboree""]]",EPFL,2016,16
"relationships: [[""BIT"", ""collaborated with"", ""SCUT-CHINA_B""], [""BIT"", ""wrote PC program for"", ""SCUT-CHINA_B""], [""BIT"", ""communicated with"", ""NYMU-Taipei""], [""BIT"", ""communicated with"", ""BIT-China""], [""BIT-China"", ""gave help in experiment and Web design of"", ""BIT""]]",BIT,2016,17
"relationships: [[""CUNY Kingsborough"", ""collaborated"", ""HD Resolution from the US""],[""CUNY Kingsborough"",""collaborated"",""Tec de Monterrey_Gdl from Mexico""],[""CUNY Kingsborough"",""collaborated"",""Columbia University iGEM Team""],[""CUNY Kingsborough"",""exchanged ideas with"",""HD Resolution Team in NYC, USA""]]",CUNY_Kingsborough,2018,18
"relationships: []

There are no explicit relationships mentioned in the text.",Paris_Bettencourt,2018,19
"relationships: [[""TU Dresden"", ""supervisor of"", ""TU Dresden iGEM team""], [""TU Dresden"", ""attended"", ""German-wide Meetup""], [""TU Dresden"", ""collaborated with"", ""Aachen""], [""TU Dresden"", ""collaborated with"", ""Berlin_diagnostX""], [""TU Dresden"", ""collaborated with"", ""Bielefeld-CeBiTec""], [""TU Dresden"", ""collaborated with"", ""Cologne-Duesseldorf""], [""TU Dresden"", ""collaborated with"", ""TU Darmstadt""], [""TU Dresden"", ""collaborated with"", ""Franconia""], [""TU Dresden"", ""collaborated with"", ""Freiburg""], [""TU Dresden"", ""collaborated with"", ""Munich""], [""TU Dresden"", ""collaborated with"", ""Potsdam""]]",TU_Dresden,2017,20
"relationships: [[""Tsinghua"",""collaborated"",""SJTU""],[""Tsinghua"",""collaborated"",""SYSU""],[""Tsinghua"",""collaborated"",""Tsinghua-A""]]",Tsinghua,2015,21
"relationships: [[""Leiden"", ""collaborated"", ""Copenhagen""]]",Leiden,2016,22
relationships: [],UCAS,2017,23
"relationships: [[""BGU_ISRAEL"", ""offered assistance to"", ""KoreaSonyeod""],[""Dr. Sarel Flishman"", ""developed algorithm used by"", ""BGU_ISRAEL""],[""BGU_ISRAEL"", ""shared structures and sequences with"", ""KoreaSonyeod""],[""Technion"", ""collaborated with"", ""BGU_ISRAEL""],[""Technion"", ""hosted mini Jamboree attended by"", ""BGU_ISRAEL""]]",BGU_ISRAEL,2016,24
"relationships: [[""ZJUT-China"",""cooperated with"",""Beijing Institute of Technology""],[""ZJUT-China"",""cooperated with"",""Beijing Normal University""],[""ZJUT-China"",""cooperated with"",""Zhejiang University""],[""ZJUT-China"",""cooperated with"",""Chinese University of Hong Kong""],[""ZJUT-China"",""collaborated with"",""BNU-China""],[""ZJUT-China"",""collaborated with"",""BIT""]]",ZJUT-China,2018,25
"relationships: [[""East_Chapel_Hill"", ""worked with"", ""Gaston""], [""East_Chapel_Hill"", ""worked with"", ""Duke""]]",East_Chapel_Hill,2017,26
