team,context,target,source_team,year,batch_id,chunk_id
Concordia,collaborated,University of Toronto iGEM,Concordia,2016,1,0
Purdue iGEM,collaborated with,Rose-Hulman Institute of Technology (RHIT),Purdue,2016,1,1
Purdue iGEM,booked time with,Purdue’s Bioscience Imaging Facility Dr Andy Schaber,Purdue,2016,1,1
Rose-Hulman Institute of Technology (RHIT),contributed to,Purdue iGEM's past project database,Purdue,2016,1,1
Rose-Hulman Institute of Technology (RHIT),provided feedback on,Purdue iGEM's protocols for biosafety,Purdue,2016,1,1
Sri Venkateswara College of Engineering (SVCE),collaborated with,Purdue iGEM,Purdue,2016,1,1
Sri Venkateswara College of Engineering (SVCE),distributed survey created by,Purdue iGEM,Purdue,2016,1,1
Purdue iGEM,"constructed, transformed, and characterized",one of Sri Venkateswara College of Engineering's temperature-sensitive promoters,Purdue,2016,1,1
Athens,met with,UNSW 2018 iGEM Team,Athens,2018,1,2
Athens,met with,iGEM Paris - Bettencourt Team,Athens,2018,1,2
Athens,completed survey for,iGEM Bulgaria,Athens,2018,1,2
Athens,completed survey for,iGEM Dusseldorf,Athens,2018,1,2
Athens,completed survey for,iGEM Montpellier 2018,Athens,2018,1,2
Athens,completed survey for,UNAMBG iGEM 2018,Athens,2018,1,2
Botchan_Lab_Tokyo,advised,iGEM Nagahama team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,used,campfire website,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,participated in,May Festival,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,held exhibition booth with,KAIT JAPAN team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Tokyo Tech team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Kyoto team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Kobe team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Nagahama team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Gifu team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated with,Manchester team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated with,Virginia team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated with,AQA Unesp team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated with,UChile_OpenBio-CeBiB team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated with,ITB_Indonesia team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated with,KUAS_Korea team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated with,IIT_Delhi team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,collaborated with,UAlberta team,Botchan_Lab_Tokyo,2017,1,3
IONIS-PARIS,collaborated,Tokyo Tech team,IONIS-PARIS,2017,1,4
IONIS-PARIS,collaborated,PARIS Bettencourt team,IONIS-PARIS,2017,1,4
Makerere University,collaborated with,other iGEM teams,Makerere_University,2018,1,5
Makerere University,mentored,high-school team,Makerere_University,2018,1,5
Colegio EmelinaU,collaborated with,Sebastian Hernandez,Colegio_EmelinaU,2015,1,6
Hamburg,received support from,Jérémy,Hamburg,2017,1,7
Alina,contacted,Jérémy,Hamburg,2017,1,7
Hamburg,had ongoing support from,Jérémy,Hamburg,2017,1,7
Hamburg,needed council from,Jérémy,Hamburg,2017,1,7
Alina,troubleshooted with help from,Jérémy,Hamburg,2017,1,7
Hamburg,received support from,Evry,Hamburg,2017,1,7
Hamburg,collaborated with,iGEM Delft,Hamburg,2017,1,7
Hamburg,exchanged ideas with,iGEM Delft,Hamburg,2017,1,7
Hamburg,planned cooperation with,iGEM Delft,Hamburg,2017,1,7
Hamburg,thanked,iGEM Delft,Hamburg,2017,1,7
iGEM Delft,collaborated with,Aalto Helsinki,Hamburg,2017,1,7
Westminster,collaborated with,Cambridge-JIC team,Westminster,2015,1,8
Westminster,collected data for,Aix-Marseille Université,Westminster,2015,1,8
Technion Israel,collaborated with,Peshawar,Technion_Israel,2016,1,9
Technion Israel,provided guidance to,Peshawar,Technion_Israel,2016,1,9
Technion Israel,aided in modeling process of,Peshawar,Technion_Israel,2016,1,9
Technion Israel,helped debugging protocol of,Peshawar,Technion_Israel,2016,1,9
Technion Israel,shared protocols with,Peshawar,Technion_Israel,2016,1,9
Technion Israel,shared layout of educational program with,Peshawar,Technion_Israel,2016,1,9
Technion Israel,advised regarding appeal to government with,Peshawar,Technion_Israel,2016,1,9
BGIC China,collaborated with,SFLS team,BGIC_China,2016,1,10
SFLS team,collaborated with,BGIC China,BGIC_China,2016,1,10
Aix-Marseille,collaborated,Evry Paris-Saclay,Aix-Marseille,2017,1,11
Aix-Marseille,collaborated,UNebraska-Lincoln,Aix-Marseille,2017,1,11
Aix-Marseille,participated in postal card exchange,Cologne-Duesseldorf,Aix-Marseille,2017,1,11
Duesseldorf,collaborated,Tec-Monterrey,Duesseldorf,2018,1,12
Duesseldorf,collaborated,USP Brazil,Duesseldorf,2018,1,12
Concordia,collaborated with,NAWI Graz iGEM Team,Concordia,2016,1,13
Hong Kong HKUST,collaborated with,Rice University,Hong_Kong_HKUST,2016,1,14
