team,context,target,source_team,year,batch_id,chunk_id
Cologne-Duesseldorf,collaborated,Aachen,Cologne-Duesseldorf,2017,2,1
Aachen,performed gene knockout for,Cologne-Duesseldorf,Cologne-Duesseldorf,2017,2,1
Queens_Canada,collaborated,University of Calgary,Queens_Canada,2018,2,3
Queens_Canada,shared ideas and troubleshoot problems,University of Calgary,Queens_Canada,2018,2,3
Queens_Canada,shared protocols and tips,Makerere,Queens_Canada,2018,2,3
TU-Eindhoven,participated in exchange,European iGEM teams,TU-Eindhoven,2017,2,4
TU-Eindhoven,received postcards,participating teams,TU-Eindhoven,2017,2,4
TU-Eindhoven,collaborated,Franconia,TU-Eindhoven,2017,2,4
TU-Eindhoven,answered survey,Waterloo,TU-Eindhoven,2017,2,4
TU-Eindhoven,answered survey,UNebraska-Lincoln,TU-Eindhoven,2017,2,4
AUC_TURKEY,agreed to characterize parts for,ATOMS_Turkiye,AUC_TURKEY,2015,2,7
AUC_TURKEY,helped in coding wiki for,ATOMS_Turkiye,AUC_TURKEY,2015,2,7
AUC_TURKEY,co-organized SynBioDay with,ATOMS_Turkiye,AUC_TURKEY,2015,2,7
AUC_TURKEY,co-organized SynBioDay with,METU Ankara,AUC_TURKEY,2015,2,7
AUC_TURKEY,co-organized SynBioDay with,METU HS,AUC_TURKEY,2015,2,7
AUC_TURKEY,co-organized SynBioDay at,Turgut Ozal University,AUC_TURKEY,2015,2,7
TEC_GenetiX_CCM,visited,INMEGEN,TEC_GenetiX_CCM,2016,2,8
TEC_GenetiX_CCM,collaborated,TecCEM_HS,TEC_GenetiX_CCM,2016,2,8
TEC_GenetiX_CCM,helped organize,iGem Latin-America Meetup,TEC_GenetiX_CCM,2016,2,8
TEC_GenetiX_CCM,cooperated in sponsorship searching,iGem teams from Tecnológico de Monterrey,TEC_GenetiX_CCM,2016,2,8
TEC_GenetiX_CCM,discussed kit delivery system,iGem teams from Tecnológico de Monterrey,TEC_GenetiX_CCM,2016,2,8
TEC_GenetiX_CCM,answered surveys,various iGem teams,TEC_GenetiX_CCM,2016,2,8
TAS_Taipei,used tool and protocol from,Lambert_GA,TAS_Taipei,2018,2,9
TAS_Taipei,attended conference,NCHU,TAS_Taipei,2018,2,9
TAS_Taipei,contacted by,TecCem,TAS_Taipei,2018,2,9
TAS_Taipei,visited by,RDFZ-China,TAS_Taipei,2018,2,9
TAS_Taipei,participated in activity,Dusseldorf,TAS_Taipei,2018,2,9
TAS_Taipei,advised,Sorbonne U Paris,TAS_Taipei,2018,2,9
CCU_Taiwan,collaborated,NYMU-Taipei,CCU_Taiwan,2018,2,11
CCU_Taiwan,borrowed materials from,NYMU-Taipei,CCU_Taiwan,2018,2,11
CCU_Taiwan,attended conference,Asia Pacific Conference,CCU_Taiwan,2018,2,11
CCU_Taiwan,exchanged information,NCKU Tainan iGEM Team,CCU_Taiwan,2018,2,11
Utrecht,reached out to,NRC,Utrecht,2018,2,12
Utrecht,collaborated,Eindhoven,Utrecht,2018,2,12
Utrecht,collaborated,Leiden,Utrecht,2018,2,12
Utrecht,collaborated,Groningen,Utrecht,2018,2,12
NAU-CHINA,adjusted model with data from,AHUT_China,NAU-CHINA,2016,2,14
NAU-CHINA,video conference with,AHUT_China,NAU-CHINA,2016,2,14
NAU-CHINA,visited and exchanged ideas with,AHUT_China,NAU-CHINA,2016,2,14
NAU-CHINA,received project advice from,AHUT_China,NAU-CHINA,2016,2,14
AHUT_China,provided 3D printing support to,NAU-CHINA,NAU-CHINA,2016,2,14
NAU-CHINA,received gene synthesis advice from,NTHU_Taiwan,NAU-CHINA,2016,2,14
NAU-CHINA,received 3D model presentation advice from,NTHU_Taiwan,NAU-CHINA,2016,2,14
NCKU_Tainan,collaborated,UESTC-China,NCKU_Tainan,2018,2,15
NCKU_Tainan,had a video meeting with,Tec-Monterrey,NCKU_Tainan,2018,2,15
NCKU_Tainan,considered collaboration with,Tec-Monterrey,NCKU_Tainan,2018,2,15
NJU-China,received target DNA from,NUDT_CHINA,NJU-China,2016,2,16
NJU-China,thanked for help in Nanosight,NUDT_CHINA,NJU-China,2016,2,16
NJU-China,received support in modeling,SCUT-China,NJU-China,2016,2,16
NJU-China,provided cells and advice to,JSNU-China,NJU-China,2016,2,16
Calgary,collaborated,University of Chicago,Calgary,2009,2,17
Calgary,collaborated,University of Illinois,Calgary,2009,2,17
Osaka,collaborated,Kyoto Institute of Technology KIT-Kyoto,Osaka,2012,2,18
Osaka,collaborated,Ehime-Japan,Osaka,2012,2,18
Osaka University,provided lab space,Osaka,Osaka,2012,2,18
Japan Atomic Energy Agency,supplied,Osaka,Osaka,2012,2,18
University of Tokyo,provided advice,Osaka,Osaka,2012,2,18
ASACUSA at CERN,provided advice,Osaka,Osaka,2012,2,18
CSU_CHINA,collaborated,NUDT_CHINA,CSU_CHINA,2018,2,19
CSU_CHINA,collaborated,SJTU-BioX-Shanghai,CSU_CHINA,2018,2,19
CSU_CHINA,collaborated,Nanjing-China,CSU_CHINA,2018,2,19
CSU_CHINA,collaborated,UESTC-China,CSU_CHINA,2018,2,19
USP-EEL-Brazil,collaborated,USP-Brazil,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,collaborated,Unesp_Brazil,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in event,Jamboré Brasuca,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,presented project,USP-ESALQ,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in meetup,Tec CEM,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,communicated via,WhatsApp group,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in video,IISER Bhopal,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in video,AFCM,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in video,UNESP Brazil,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in video,WASHINGTON,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in video,Tust China,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in video,Bielefeld-CeBiTec,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in video,IISc-Bangalore,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in video,USP-Brazil,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in video,DUSSELDORF,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in video,GRONINGEN,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in video,DALHOUSIE,USP-EEL-Brazil,2018,2,20
