text,year
"[[""collaborated with"", ""work""]]",2009
"Matching: 
- [[""participated in"", ""meetup""]]
- [[""collaborated with"", ""work""]]
- [[""received help from"", ""work""]]
- [[""received advice from"", ""advice""]]",2011
"[[""collaborated with"", ""work""], [""received help from"", ""advice""]]",2012
"[[""collaborated"", ""work""], [""helped"", ""advice""], [""participated in study"", ""work""], [""participated in surveys"", ""work""]]",2014
"[[""collaborated with"", ""work""], [""collaborated"", ""work""], [""helped"", ""advice""], [""mentored"", ""advice""], [""can work with"", ""work""], [""can mentor"", ""advice""], [""received tour from"", ""meetup""], [""worked on collaboration platform with"", ""work""], [""wrote report with"", ""work""], [""presented at Nordic iGEM Conference with"", ""work""]]",2015
"[[""met and interacted with"", ""meetup""], [""skyped with"", ""meetup""], [""contacted and presented to"", ""work""], [""emailed and had a Skype session with"", ""work""], [""interested in collaborating/helping to mentor"", ""work""], [""exchanged ideas with"", ""work""], [""attended conference organized by"", ""work""], [""cooperated with"", ""work""], [""acknowledged"", ""other""], [""received support from"", ""advice""]]",2015
"Matching: 
[[""detected"", ""work""], 
[""exchanged advice with"", ""advice""], 
[""recruited and brainstormed with"", ""work""], 
[""helped with biology for"", ""work""], 
[""characterized parts for"", ""work""], 
[""helped with wiki coding for"", ""work""], 
[""participated in Synthetic Biology Day with"", ""meetup""], 
[""provided replicates to"", ""material transfer""], 
[""confirmed fluorescence of constructs for"", ""work""], 
[""received images from"", ""material transfer""]]",2015
"Matching: 
1. ""reported data to"" - [[""reported data to"", ""material transfer""]]
2. ""received data from"" - [[""received data from"", ""material transfer""]]
3. ""participated in"" - [[""participated in"", ""work""]]
4. ""attended"" - [[""attended"", ""meetup""]]
5. ""congratulated"" - [[""congratulated"", ""other""]]
6. ""met"" - [[""met"", ""meetup""]]
7. ""thanked"" - [[""thanked"", ""other""]]
8. ""hopes for"" - [[""hopes for"", ""other""]]
9. ""looks forward to"" - [[""looks forward to"", ""other""]]
10. ""received suggestions from"" - [[""received suggestions from"", ""advice""]]",2015
"[[""received questions from"", ""work""], [""participated in survey"", ""other""]]",2015
"Matching: 
- ""collaborated with"": work
- ""provided access to"": material transfer
- ""received feedback from"": advice
- ""received survey distribution support from"": work
- ""collaborated"": work
- ""communicated with"": work
- ""interviewed"": work
- ""created"": work
- ""contacted"": work
- ""had discussions and interviews with"": work",2016
"[[""wrote PC program for"", ""work""], [""gave help in"", ""advice""], [""discussed with"", ""work""], [""listened to presentation of"", ""other""], [""offered assistance to"", ""advice""], [""sent structures and sequences to"", ""material transfer""], [""participated in mini Jamboree hosted by"", ""meetup""], [""mentored"", ""advice""], [""engaged in competition"", ""other""], [""connected by"", ""other""]]",2016
"Matching: [[""trained together"", ""work""], [""shared cloning materials with"", ""material transfer""], [""had great communication with"", ""work""], [""based projects on same technology platform with"", ""work""], [""assisted"", ""work""], [""provided samples to"", ""material transfer""], [""helped"", ""work""], [""received help from"", ""work""], [""offered"", ""advice""], [""tested software from"", ""work""]]",2016
"Matching: 
[[""discussed survey responses with"", ""work""], 
[""gave feedback to"", ""advice""], 
[""communicating with"", ""work""], 
[""supported"", ""work""], 
[""provided suggestions to"", ""advice""], 
[""provided materials to"", ""material transfer""], 
[""helped with project design for"", ""work""], 
[""provided information to"", ""material transfer""], 
[""offered help to"", ""work""], 
[""organized by"", ""other""]]",2016
