team,context,target,source_team,year,batch_id,chunk_id
Concordia,collaborated with,University of Toronto iGEM,Concordia,2016,1,0
Concordia,received plasmids from,University of Toronto iGEM,Concordia,2016,1,0
Concordia,shared project ideas with,University of Toronto iGEM,Concordia,2016,1,0
Concordia,characterized GolS in vivo for,University of Toronto iGEM,Concordia,2016,1,0
University of Toronto iGEM,provided data for,Concordia,Concordia,2016,1,0
University of Toronto iGEM,worked on a similar project with,Concordia,Concordia,2016,1,0
Purdue iGEM,collaborated with,Rose-Hulman Institute of Technology,Purdue,2016,1,1
Purdue Bioscience Imaging Facility,provided access to,Rose-Hulman Institute of Technology,Purdue,2016,1,1
University of Exeter,contributed to,Purdue iGEM,Purdue,2016,1,1
Sri Venkateswara College of Engineering,collaborated with,Purdue iGEM,Purdue,2016,1,1
Sri Venkateswara College of Engineering,distributed survey for,Purdue iGEM,Purdue,2016,1,1
Sri Venkateswara College of Engineering,provided promoter for,Purdue iGEM,Purdue,2016,1,1
Athens,collaborated,UNSW 2018,Athens,2018,1,2
Athens,collaborated,iGEM Paris - Bettencourt,Athens,2018,1,2
Athens,completed surveys for,iGEM Bulgaria,Athens,2018,1,2
Athens,completed surveys for,iGEM Dusseldorf,Athens,2018,1,2
Athens,completed surveys for,iGEM Montpellier 2018,Athens,2018,1,2
Athens,completed surveys for,UNAMBG iGEM 2018,Athens,2018,1,2
Botchan_Lab_Tokyo,collaborated,iGEM Nagahama team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,advised,iGEM Nagahama team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,participated in festival,iGEM JAPAN,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,held exhibition booth with,KAIT JAPAN team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Tokyo Tech team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Kyoto team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Kobe team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Nagahama team,Botchan_Lab_Tokyo,2017,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Gifu team,Botchan_Lab_Tokyo,2017,1,3
