text,source_team,year,chunk
"relationships: [[""Lanzhou"", ""collaborated"", ""NEU-China""], [""Lanzhou"", ""collaborated"", ""BIT-China""], [""Lanzhou"", ""received help from"", ""NEU-China""], [""Lanzhou"", ""received help from"", ""BIT-China""]]",Lanzhou,2017.0,0
"relationships: [[""Cologne-Duesseldorf"", ""collaborated with"", ""Aachen""]]",Cologne-Duesseldorf,2017.0,1
[],Nanjing-China,2015.0,2
"relationships: [[""TU-Eindhoven"", ""collaborated"", ""Franconia""], [""Franconia"", ""translated game with"", ""TU-Eindhoven""], [""Waterloo"", ""surveyed"", ""TU-Eindhoven""], [""UNebraska-Lincoln"", ""surveyed"", ""TU-Eindhoven""]]",TU-Eindhoven,2017.0,4
[],SSTi-SZGD,2017.0,5
[],Tokyo_Tech,2016.0,6
"relationships: [[""TEC GenetiX CCM"",""visited"",""INMEGEN""],[""TEC GenetiX CCM"",""attended"",""Latin-America Meetup""],[""TEC GenetiX CCM"",""cooperated with"",""iGem teams""],[""TEC GenetiX CCM"",""cooperated with"",""Tec system teams""],[""TEC GenetiX CCM"",""answered surveys for"",""iGem teams""]]",TEC_GenetiX_CCM,2016.0,8
"relationships: [[""TAS_Taipei"", ""validated ElectroPen with"", ""E. coli strains""],[""TAS_Taipei"",""attended"",""6th Annual Asia-Pacific iGEM Conference at NCHU""],[""TAS_Taipei"",""met"",""over 20 teams from China, Taiwan, and Japan at Asia-Pacific iGEM Conference""],[""TAS_Taipei"",""received feedback from"",""Dr. Ying Chieh Tsai at Asia-Pacific iGEM Conference""],[""TAS_Taipei"",""contacted by"",""Majo U. Orozco from TecCem iGEM 2018""],[""TAS Taipei 2016"",""provided protocol to"",""Majo U. Orozco from TecCem iGEM 2018""],[""TAS_Taipei"",""contacted by"",""Harry Jiang from RDFZ-China""],[""TAS_Taipei"",""participated in postcard swap with"",""iGEM team Dusseldorf""],[""TAS_Taipei"",""advised"",""Saniya Ka from Sorbonne U Paris on wiki design and layout""]]",TAS_Taipei,2018.0,9
"relationships: [[""Utrecht"", ""reached out to"", ""NRC""], [""Utrecht"", ""invited"", ""Eindhoven""], [""Utrecht"", ""invited"", ""Leiden""], [""Utrecht"", ""invited"", ""Groningen""], [""Utrecht"", ""collaborated with"", ""NRC""], [""Utrecht"", ""collaborated with"", ""Eindhoven""], [""Utrecht"", ""collaborated with"", ""Leiden""], [""Utrecht"", ""collaborated with"", ""Groningen""]]",Utrecht,2018.0,12
[],Leiden,2016.0,13
"relationships: [[""NJU-China"", ""received target DNA from"", ""NUDT_CHINA""],[""NJU-China"",""acknowledged help from"",""NUDT_CHINA""],[""NJU-China"",""collaborated with"",""SCUT-China""],[""NJU-China"",""collaborated with"",""JSNU-China""]]",NJU-China,2016.0,16
"relationships: [[""Calgary"", ""collaborated with"", ""University of Chicago""], [""Calgary"", ""collaborated with"", ""University of Illinois""]]",Calgary,2009.0,17
