text,year
"[[""University of Chicago"", ""UChicago""], [""University of Illinois"", ""Illinois""]]",2009
"[[""iGEM Japan"", ""other""], [""Cell Tech Lab at Osaka University"", ""Osaka""], [""Ion Beam Mutagenesis Research Group at Japan Atomic Energy Agency"", ""other""], [""laboratory of Hayano at the University of Tokyo"", ""Tokyo_Tech""], [""ASACUSA at CERN"", ""other""]]",2011
"[[""Kyoto Institute of Technology KIT-Kyoto"", ""Kyoto""], [""Radiation Biology and Medical Genetics Lab at Osaka University"", ""Osaka""], [""Ion Beam Mutagenesis Research Group at Japan Atomic Energy Agency"", ""other""], [""laboratory of Hayano at the University of Tokyo"", ""Tokyo""], [""ASACUSA at CERN"", ""other""]]",2012
"[[""Imperial College London"", ""Imperial""], [""Brasil-SP Team"", ""Brasil-SP""], [""IvyTech"", ""IvyTech_SouthBend_IN""], [""University of Pittsburgh iGEM team"", ""Pitt""], [""iGEM teams"", ""other""], [""other teams"", ""other""]]",2014
"[[""Colegio EmelinaU"", ""other""], [""UNC-Chapel Hill"", ""UNC-Chapel Hill""], [""IIT Kharagpur"", ""IIT_Kharagpur""], [""NJAU China"", ""NJAU_China""], [""ETH Zurich"", ""ETH_Zurich""], [""BNU-China"", ""BNU-CHINA""], [""Sebastian Hernandez"", ""other""], [""Cambridge-JIC team"", ""Cambridge-JIC""], [""Aix-Marseille Université"", ""Aix-Marseille""], [""SJTU"", ""SJTU-Software""]]",2015
"[[""SYSU"", ""SYSU_CHINA""], [""other iGEM teams"", ""other""], [""high-school team"", ""other""], [""software teams"", ""other""], [""hardware teams"", ""other""], [""high school teams"", ""other""], [""non-iGEM research groups"", ""other""], [""Linköping"", ""Linkoping_Sweden""], [""UI Oslo"", ""UiOslo_Norway""], [""Copenhagen"", ""UNIK_Copenhagen""]]",2015
"[[""SDU Denmark"", ""SDU-Denmark""], [""Pasteur"", ""Pasteur_Paris""], [""HS Slovenia"", ""Slovenia_HS""], [""UChicago iGEM Team"", ""UChicago""], [""NEFU China"", ""NEFU_China""], [""Korea U Seoul"", ""Korea_U_Seoul""], [""Paris-Saclay"", ""Paris_Saclay""], [""Nanjing University"", ""Nanjing-China""], [""Shanghai Jiao Tong University SJTU_China"", ""SJTU-Software""], [""Tongji University China_Tongji"", ""China_Tongji""]]",2015
"[[""National Chiao Tung University team NCTU_formosa"", ""NCTU_Formosa""], [""NJU_China"", ""NJU-China""], [""WHU_China"", ""WHU-China""], [""IPPE"", ""other""], [""VSETCAB"", ""other""], [""Pennsylvania State University iGEM 2015"", ""Penn""], [""Center for Biological Systems Engineering"", ""other""], [""Department of Chemistry"", ""other""], [""Focht Family"", ""other""], [""Heeney/Toomey Family"", ""other""]]",2015
"[[""Bourg Family"", ""other""], [""NSF-MCB Award #1331194"", ""other""], [""Washington University in St. Louis"", ""WashU_StLouis""], [""SZU"", ""SZU_China""], [""AUC TURKEY"", ""AUC_TURKEY""], [""NU Kazakhstan"", ""NU_Kazakhstan""], [""UGA iGEM team"", ""UGA-Georgia""], [""ATOMS_Turkiye"", ""ATOMS-Turkiye""], [""ATOMS Turkiye"", ""ATOMS-Turkiye""], [""METU Ankara"", ""METU_Turkey""]]",2015
"[[""METU HS"", ""METU_HS_Ankara""], [""TU DELFT"", ""TU_Delft""], [""HEIDELBERG"", ""Heidelberg""], [""OUC China"", ""OUC-China""], [""KU_LEUVEN"", ""KU_Leuven""], [""METU TURKEY"", ""METU_Turkey""], [""GRONINGEN"", ""Groningen""], [""BGU ISRAEL"", ""BGU_Israel""], [""Tec_Chihuahua"", ""Tec-Chihuahua""], [""NAIT EDMONTON"", ""NAIT_Edmonton""]]",2015
