text,year
"[[""collaborated with"",""work""]]",2009
"Matching: [[""participated in"", ""meetup""], [""collaborated with"", ""work""], [""received help from"", ""work""], [""received advice from"", ""advice""]]",2011
"[[""collaborated with"", ""work""], [""received help from"", ""advice""]]",2012
"[[""collaborated"", ""work""], [""collaborated with"", ""work""], [""helped"", ""advice""], [""participated in"", ""meetup""]]",2014
"Matching: 
[[""collaborated with"", ""work""], 
[""collaborated"", ""work""], 
[""helped"", ""advice""], 
[""mentored"", ""advice""], 
[""can work with"", ""work""], 
[""can mentor"", ""advice""], 
[""worked on collaboration platform with"", ""work""], 
[""wrote report with"", ""work""], 
[""met and got to know"", ""meetup""], 
[""skyped with"", ""meetup""]]",2015
"Matching: 

""contacted"": [[""contacted"", ""other""]]

""emailed and had Skype session with"": [[""emailed and had Skype session with"", ""work""]]

""interested in collaborating/helping to mentor"": [[""interested in collaborating/helping to mentor"", ""work""]]

""exchanged ideas with"": [[""exchanged ideas with"", ""work""]]

""attended conference organized by"": [[""attended conference organized by"", ""meetup""]]

""cooperated with"": [[""cooperated with"", ""work""]]

""acknowledged"": [[""acknowledged"", ""other""]]

""received support from"": [[""received support from"", ""advice""]]

""detected"": [[""detected"", ""other""]]

""tested software using"": [[""tested software using"", ""work""]]",2015
"Matching: 

[[""received help from"", ""advice""],
[""exchanged advice with"", ""advice""],
[""characterized parts for"", ""work""],
[""helped with wiki coding for"", ""work""],
[""participated in Synthetic Biology Day with"", ""meetup""],
[""provided replicates to"", ""material transfer""],
[""confirmed fluorescence of constructs for"", ""work""],
[""received images from"", ""material transfer""],
[""reported data to"", ""work""],
[""received data from"", ""material transfer""]]",2015
"Matching: 
[[""participated in"", ""work""], 
[""attended"", ""meetup""], 
[""congratulated"", ""other""], 
[""met"", ""meetup""], 
[""thanked"", ""other""], 
[""hopes for"", ""other""], 
[""looks forward to"", ""other""], 
[""received suggestions from"", ""advice""], 
[""received questions from"", ""advice""], 
[""participated in survey"", ""work""]]",2015
"Matching: [[""collaborated with"", ""work""], [""received plasmids from"", ""material transfer""], [""characterized GolS in vivo with"", ""work""], [""provided access to"", ""material transfer""], [""received feedback from"", ""advice""], [""distributed survey created by"", ""material transfer""], [""characterized temperature-sensitive promoter from"", ""material transfer""], [""collaborated"", ""work""], [""provided guidance to"", ""advice""], [""aided in modeling process of"", ""work""]]",2016
"Matching: 
- ""helped debugging protocol of"": [[""helped debugging protocol of"", ""work""]]
- ""shared protocols with"": [[""shared protocols with"", ""material transfer""]]
- ""shared layout of educational program with"": [[""shared layout of educational program with"", ""material transfer""]]
- ""advised regarding appeal to government with"": [[""advised regarding appeal to government with"", ""advice""]]
- ""communicated with"": [[""communicated with"", ""work""]]
- ""interviewed"": [[""interviewed"", ""work""]]
- ""created"": [[""created"", ""work""]]
- ""contacted"": [[""contacted"", ""work""]]
- ""had discussions and interviews with"": [[""had discussions and interviews with"", ""work""]]
- ""wrote PC program for"": [[""wrote PC program for"", ""work""]]",2016
"Matching: 
[[""held communication meetings with"", ""work""], 
[""received help from"", ""advice""], 
[""discussed with"", ""work""], 
[""offered assistance to"", ""advice""], 
[""sent structures and sequences to"", ""material transfer""], 
[""participated in mini Jamboree hosted by"", ""meetup""], 
[""mentored"", ""advice""], 
[""engaged in competition"", ""other""], 
[""connected by"", ""other""], 
[""trained together"", ""work""]]",2016
