team,context,target,source_team,year,batch_id,chunk_id
Concordia,collaborated with,University of Toronto iGEM,Concordia,2016.0,1,0
Purdue iGEM,collaborated with,RHIT,Purdue,2016.0,1,1
Purdue iGEM,provided access to,Purdue’s Bioscience Imaging Facility,Purdue,2016.0,1,1
RHIT,verified expression with,Purdue iGEM,Purdue,2016.0,1,1
RHIT,contributed to,Purdue iGEM's past project database,Purdue,2016.0,1,1
RHIT,provided feedback on,Purdue iGEM's protocols for biosafety,Purdue,2016.0,1,1
SVCE,distributed survey created by,Purdue iGEM,Purdue,2016.0,1,1
SVCE,collaborated with,Purdue iGEM,Purdue,2016.0,1,1
Athens,met,UNSW 2018 iGEM Team,Athens,2018.0,1,2
Athens,met,iGEM Paris - Bettencourt Team,Athens,2018.0,1,2
Athens,completed survey for,iGEM Bulgaria,Athens,2018.0,1,2
Athens,completed survey for,iGEM Dusseldorf,Athens,2018.0,1,2
Athens,completed survey for,iGEM Montpellier 2018,Athens,2018.0,1,2
Athens,completed survey for,UNAMBG iGEM 2018,Athens,2018.0,1,2
Botchan_Lab_Tokyo,advised,iGEM Nagahama team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,used,campfire website,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,participated in,May Festival,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,held exhibition booth with,KAIT JAPAN team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Tokyo Tech team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Kyoto team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Kobe team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Nagahama team,Botchan_Lab_Tokyo,2017.0,1,3
