team,context,target,source_team,year,batch_id,chunk_id
Lanzhou,collaborated,NEU-China,Lanzhou,2017.0,2,0
Lanzhou,collaborated,BIT-China,Lanzhou,2017.0,2,0
Lanzhou,received help from,NEU-China,Lanzhou,2017.0,2,0
Lanzhou,received help from,BIT-China,Lanzhou,2017.0,2,0
Cologne-Duesseldorf,collaborated with,Aachen,Cologne-Duesseldorf,2017.0,2,1
TU-Eindhoven,collaborated,Franconia,TU-Eindhoven,2017.0,2,4
Franconia,translated game with,TU-Eindhoven,TU-Eindhoven,2017.0,2,4
Waterloo,surveyed,TU-Eindhoven,TU-Eindhoven,2017.0,2,4
UNebraska-Lincoln,surveyed,TU-Eindhoven,TU-Eindhoven,2017.0,2,4
TEC GenetiX CCM,visited,INMEGEN,TEC_GenetiX_CCM,2016.0,2,8
TEC GenetiX CCM,attended,Latin-America Meetup,TEC_GenetiX_CCM,2016.0,2,8
TEC GenetiX CCM,cooperated with,iGem teams,TEC_GenetiX_CCM,2016.0,2,8
TEC GenetiX CCM,cooperated with,Tec system teams,TEC_GenetiX_CCM,2016.0,2,8
TEC GenetiX CCM,answered surveys for,iGem teams,TEC_GenetiX_CCM,2016.0,2,8
TAS_Taipei,validated ElectroPen with,E. coli strains,TAS_Taipei,2018.0,2,9
TAS_Taipei,attended,6th Annual Asia-Pacific iGEM Conference at NCHU,TAS_Taipei,2018.0,2,9
TAS_Taipei,met,"over 20 teams from China, Taiwan, and Japan at Asia-Pacific iGEM Conference",TAS_Taipei,2018.0,2,9
TAS_Taipei,received feedback from,Dr. Ying Chieh Tsai at Asia-Pacific iGEM Conference,TAS_Taipei,2018.0,2,9
TAS_Taipei,contacted by,Majo U. Orozco from TecCem iGEM 2018,TAS_Taipei,2018.0,2,9
TAS Taipei 2016,provided protocol to,Majo U. Orozco from TecCem iGEM 2018,TAS_Taipei,2018.0,2,9
TAS_Taipei,contacted by,Harry Jiang from RDFZ-China,TAS_Taipei,2018.0,2,9
TAS_Taipei,participated in postcard swap with,iGEM team Dusseldorf,TAS_Taipei,2018.0,2,9
TAS_Taipei,advised,Saniya Ka from Sorbonne U Paris on wiki design and layout,TAS_Taipei,2018.0,2,9
Utrecht,reached out to,NRC,Utrecht,2018.0,2,12
Utrecht,invited,Eindhoven,Utrecht,2018.0,2,12
Utrecht,invited,Leiden,Utrecht,2018.0,2,12
