team,context,target,source_team,year,batch_id,chunk_id
Concordia,collaborated with,University of Toronto iGEM,Concordia,2016.0,1,0
Concordia,received plasmids from,University of Toronto iGEM,Concordia,2016.0,1,0
Concordia,characterized GolS in vivo with,University of Toronto iGEM,Concordia,2016.0,1,0
Purdue iGEM,collaborated with,Rose-Hulman Institute of Technology (RHIT),Purdue,2016.0,1,1
Purdue iGEM,provided access to,Purdue’s Bioscience Imaging Facility,Purdue,2016.0,1,1
Purdue iGEM,received feedback from,Rose-Hulman Institute of Technology (RHIT),Purdue,2016.0,1,1
Purdue iGEM,collaborated with,University of Exeter’s team,Purdue,2016.0,1,1
Purdue iGEM,received survey distribution support from,Sri Venkateswara College of Engineering (SVCE),Purdue,2016.0,1,1
Athens,met,UNSW 2018 iGEM Team,Athens,2018.0,1,2
Athens,met,iGEM Paris - Bettencourt Team,Athens,2018.0,1,2
Athens,completed survey for,iGEM Bulgaria,Athens,2018.0,1,2
Athens,completed survey for,iGEM Dusseldorf,Athens,2018.0,1,2
Athens,completed survey for,iGEM Montpellier 2018,Athens,2018.0,1,2
Athens,completed survey for,UNAMBG iGEM 2018,Athens,2018.0,1,2
Botchan_Lab_Tokyo,advised,iGEM Nagahama team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,used,campfire website,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,participated in,May Festival,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,held exhibition booth with,KAIT JAPAN team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Tokyo Tech team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Kyoto team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Kobe team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Nagahama team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,held exhibition booth with,Gifu team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,collaborated with,Manchester team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,collaborated with,Virginia team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,collaborated with,AQA Unesp team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,collaborated with,UChile_OpenBio-CeBiB team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,collaborated with,ITB_Indonesia team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,collaborated with,KUAS_Korea team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,collaborated with,IIT_Delhi team,Botchan_Lab_Tokyo,2017.0,1,3
Botchan_Lab_Tokyo,collaborated with,UAlberta team,Botchan_Lab_Tokyo,2017.0,1,3
IONIS-PARIS,collaborated,Tokyo Tech team,IONIS-PARIS,2017.0,1,4
IONIS-PARIS,collaborated,PARIS Bettencourt team,IONIS-PARIS,2017.0,1,4
Makerere University,collaborated with,other iGEM teams,Makerere_University,2018.0,1,5
Makerere University,mentored,high-school team,Makerere_University,2018.0,1,5
Colegio EmelinaU,collaborated with,Sebastian Hernandez,Colegio_EmelinaU,2015.0,1,6
Hamburg,received support from,Jérémy,Hamburg,2017.0,1,7
Alina,contacted,Jérémy,Hamburg,2017.0,1,7
Hamburg,communicated with,Jérémy,Hamburg,2017.0,1,7
Hamburg,needed council from,Jérémy,Hamburg,2017.0,1,7
Alina,troubleshooted with help from,Jérémy,Hamburg,2017.0,1,7
Hamburg,received support from,Evry,Hamburg,2017.0,1,7
Hamburg,collaborated with,iGEM Delft,Hamburg,2017.0,1,7
Hamburg,exchanged ideas with,iGEM Delft,Hamburg,2017.0,1,7
Hamburg,planned cooperation with,iGEM Delft,Hamburg,2017.0,1,7
iGEM Delft,collaborated with,Hamburg,Hamburg,2017.0,1,7
iGEM Delft,collaborated with,Aalto Helsinki,Hamburg,2017.0,1,7
Westminster,collaborated,Cambridge-JIC team,Westminster,2015.0,1,8
Westminster,helped,Aix-Marseille Université,Westminster,2015.0,1,8
Technion Israel,collaborated with,Peshawar,Technion_Israel,2016.0,1,9
Technion Israel,provided guidance to,Peshawar,Technion_Israel,2016.0,1,9
Technion Israel,aided in modeling process of,Peshawar,Technion_Israel,2016.0,1,9
Technion Israel,helped debugging protocol of,Peshawar,Technion_Israel,2016.0,1,9
Technion Israel,shared protocols with,Peshawar,Technion_Israel,2016.0,1,9
Technion Israel,shared layout of educational program with,Peshawar,Technion_Israel,2016.0,1,9
Technion Israel,advised regarding appeal to government with,Peshawar,Technion_Israel,2016.0,1,9
BGIC China,collaborated,SFLS,BGIC_China,2016.0,1,10
SFLS,collaborated,BGIC China,BGIC_China,2016.0,1,10
Aix-Marseille,collaborated,Evry Paris-Saclay team,Aix-Marseille,2017.0,1,11
Aix-Marseille,collaborated,UNebraska-Lincoln,Aix-Marseille,2017.0,1,11
Aix-Marseille,participated in postal card exchange,Cologne-Duesseldorf team,Aix-Marseille,2017.0,1,11
Duesseldorf,collaborated with,Tec-Monterrey,Duesseldorf,2018.0,1,12
Duesseldorf,collaborated with,USP Brazil,Duesseldorf,2018.0,1,12
Concordia,collaborated with,NAWI Graz iGEM Team,Concordia,2016.0,1,13
Hong Kong HKUST,collaborated with,Rice University,Hong_Kong_HKUST,2016.0,1,14
Hong Kong HKUST,collaborated with,Indian Institute of Technology Madras,Hong_Kong_HKUST,2016.0,1,14
Hong Kong HKUST,collaborated with,National University of Singapore,Hong_Kong_HKUST,2016.0,1,14
EPFL,collaborated with,igem.today,EPFL,2016.0,1,16
EPFL,communicated with,30 teams on igem.today,EPFL,2016.0,1,16
EPFL,interviewed,30 teams on igem.today,EPFL,2016.0,1,16
EPFL,created,igem.today,EPFL,2016.0,1,16
EPFL,contacted,30 teams through social media,EPFL,2016.0,1,16
EPFL,had discussions and interviews with,30 teams,EPFL,2016.0,1,16
BIT,collaborated with,SCUT-CHINA_B,BIT,2016.0,1,17
BIT,wrote PC program for,SCUT-CHINA_B,BIT,2016.0,1,17
BIT,communicated with,NYMU-Taipei,BIT,2016.0,1,17
BIT,communicated with,BIT-China,BIT,2016.0,1,17
BIT-China,gave help in,BIT,BIT,2016.0,1,17
BIT,discussed with,NCKU,BIT,2016.0,1,17
CUNY Kingsborough,collaborated,HD Resolution,CUNY_Kingsborough,2018.0,1,18
CUNY Kingsborough,collaborated,Tec de Monterrey_Gdl,CUNY_Kingsborough,2018.0,1,18
CUNY Kingsborough,collaborated,Columbia University iGEM Team,CUNY_Kingsborough,2018.0,1,18
CUNY Kingsborough,exchanged ideas with,HD Resolution,CUNY_Kingsborough,2018.0,1,18
Paris_Bettencourt,collaborated,GIFU iGEM,Paris_Bettencourt,2018.0,1,19
TU Dresden,supervisor of,LMU Munich teams,TU_Dresden,2017.0,1,20
TU Dresden,organized,German-wide Meetup,TU_Dresden,2017.0,1,20
TU Dresden,received support from,Promega,TU_Dresden,2017.0,1,20
TU Dresden,received support from,Institute of Biofunctional Polymer Materials (IPF),TU_Dresden,2017.0,1,20
Aachen,attended,German-wide Meetup,TU_Dresden,2017.0,1,20
Berlin_diagnostX,attended,German-wide Meetup,TU_Dresden,2017.0,1,20
Bielefeld-CeBiTec,attended,German-wide Meetup,TU_Dresden,2017.0,1,20
Cologne-Duesseldorf,attended,German-wide Meetup,TU_Dresden,2017.0,1,20
TU Darmstadt,attended,German-wide Meetup,TU_Dresden,2017.0,1,20
Franconia,attended,German-wide Meetup,TU_Dresden,2017.0,1,20
Freiburg,attended,German-wide Meetup,TU_Dresden,2017.0,1,20
Munich,attended,German-wide Meetup,TU_Dresden,2017.0,1,20
Potsdam,attended,German-wide Meetup,TU_Dresden,2017.0,1,20
Tsinghua,collaborated,SJTU,Tsinghua,2015.0,1,21
Tsinghua,collaborated,SYSU,Tsinghua,2015.0,1,21
Tsinghua,collaborated,Tsinghua-A,Tsinghua,2015.0,1,21
Leiden,collaborated with,Copenhagen,Leiden,2016.0,1,22
UCAS,conducted experiments with,other iGEM teams,UCAS,2017.0,1,23
BGU_ISRAEL,collaborated,Technion - Israel,BGU_ISRAEL,2016.0,1,24
BGU_ISRAEL,offered assistance to,KoreaSonyeod,BGU_ISRAEL,2016.0,1,24
BGU_ISRAEL,sent structures and sequences to,KoreaSonyeod,BGU_ISRAEL,2016.0,1,24
BGU_ISRAEL,participated in mini Jamboree hosted by,Technion - Israel,BGU_ISRAEL,2016.0,1,24
