text,year
"[[""University of Chicago"", ""UChicago""]]",2009.0
"[[""University of Illinois"", ""Illinois""]]",2009.0
"[[""iGEM Japan"", ""other""]]",2011.0
"[[""Cell Tech Lab at Osaka University"", ""Osaka""]]",2011.0
"[[""Ion Beam Mutagenesis Research Group at Japan Atomic Energy Agency"", ""other""]]",2011.0
"[[""laboratory of Hayano at the University of Tokyo and ASACUSA at CERN"", ""other""]]",2011.0
"[[""Kyoto Institute of Technology"", ""Kyoto""]]",2012.0
"[[""Radiation Biology and Medical Genetics Lab at Osaka University"", ""Osaka""]]",2012.0
"[[""Ion Beam Mutagenesis Research Group at Japan Atomic Energy Agency"", ""other""]]",2012.0
"[[""laboratory of Hayano at the University of Tokyo and ASACUSA at CERN"", ""UT-Tokyo""]]",2012.0
"[[""Imperial College London"", ""Imperial""]]",2014.0
"[[""Brasil-SP Team"", ""Brasil-SP""]]",2014.0
"[[""IvyTech"", ""IvyTech_SouthBend_IN""]]",2014.0
"[[""University of Pittsburgh iGEM team"", ""Pitt""]]",2014.0
"Aachen, Aalto-Helsinki, Aberdeen_Scotland, Acton-BoxboroughRHS, AHUT_China, Aix-Marseille, AMSA_WeColi, AMU-Poznan, Anatolia_Greece, Arizona_State, ArtCenter_MDP, ATOMS-Turkiye, Auckland_New_Zealand, AUC_TURKEY, Austin_Texas, Beijing_HDFLS_High, Berlin, BGU_Israel, BHSF-Beijing, Bielefeld-CeBiTec, BioScience_Dragons_AZ, BIOSINT_Mexico, Biotech_HS, BIT, BIT-China, biYOLOgists, BNU-China, Bordeaux, BostonU, Brasil-SP, Braunschweig, British_Columbia, BUCT-China, BUGSS_Baltimore, BYU_Provo, Calgary, Caltech, Cambridge-JIC, CAPS_Kansas, Carnegie_Mellon, CAU_China, Charlottesville_RS, CIDEB-UANL_Mexico, CityU_HK, CoBRA, Colombia, Concordia, Consort_Alberta, Cooper_Union, Cornell, CSIA-SouthKorea, CSU_Fort_Collins, CSWProteens, CU-Boulder, DTU-Denmark, Duke, Dundee, Edinburgh, Elan_Vital_South_Korea, Enloe_Raleigh, EPF_Lausanne, ETH_Zurich, Evry, Exeter, FHS_Frederick_MD, Freiburg, Fudan, Gaston_Day_School, GenetiX_Tec_CCM, Genspace, GeorgiaTech, Georgia_State, GES_NCSU_Raleigh_NC, Gifu, Glasgow, Goettingen, Gothenburg, Greensboro_Aggies, Groningen, Hannover, Harrisburg_NBT, Harvard_BioDesign, Heidelberg, Hendrix_Arkansas, HFUT_CHINA, HIT-Harbin, HNU_China, HokkaidoU_Japan, Hong_Kong-CUHK, Hong_Kong_HKU, Hong_Kong_HKUST, HSAAHNU_Anhui, HTHS_Trussville_AL, HUNGENIOUS, HUST-China, HUST-Innovators, HZAU-China, IIT_Delhi, Imperial, INSA-Lyon, ITB_Indonesia, ITESM-CEM, ITESM-Guadalajara, IvyTech_SouthBend_IN, Jefferson_VA_SciCOS, Jilin_China, KAIT_JAPAN, Kent, KIT-Kyoto, Korea_U_Seoul, Kyoto, Lambert_GA, LA_Biohackers, Lethbridge, Lethbridge_Canada, LIKA-CESAR-Brasil, Linkoping_Sweden, LMU-Munich, London_BioHackspace, LZU-China, Macquarie_Australia, Manchester, Marburg, Melbourne, METUHS-Ankara, METU_Turkey, Michigan, Michigan_Software, Mingdao, Minnesota, Missouri_Miners, MIT, Montgomery_Cougars_NJUSA, Nagahama, Nanjing-China, Nanjing_NFLS, Nankai, NCTU_Formosa, NC_School_Sci_Math, NEAU-Harbin, NEFU_China, Nevada, NGSS_TR, NJAU_China, NJU-QIBEBT, Northwestern, NRP-UEA-Norwich, NTNU_Trondheim, NTU_Taida, NUDT_CHINA, NU_Kazakhstan, NYMU-Taipei, OLS_Canmore_AB_CA, OUC-China, OU_Norman, Oxford, Paris_Bettencourt, Paris_Saclay, PEA_Exeter_NH, Peking, Penn, Penn_Mishawaka_IN, Penn_State, Pitt, PoznanBioInf, PoznanSoft, Purdue, Queens_Canada, RAMNOTIREN_CALGARY, Ravenwood_Raptors, Reading, RHIT, Rutgers, Saarland, SCAU-China, SCU-China, SCUT, SCUT-China, SDU-Denmark, SF_Bay_Area_DIYbio, Shasta_Summit_CA, Sheffield, Shenzhen_SFLS, Shenzhen_SZMS, SJTU-BioX-Shanghai, SJTU-Software, SKLBC-China, SMTexas, StanfordBrownSpelman, Stony_Brook, StuyGem_NYC, St_Pauls_London, Sumbawagen, SUSTC-Shenzhen, SYSU-China, SYSU-Software, SZU-China, TAS_Taipei, TCU_Taiwan, Tec-Monterrey, Technion-Israel, The_Agency_EscondidoCA, The_Tech_Museum, Tianjin, Tokyo-NoKoGen, Tokyo_Tech, Tongji, Toronto, Toulouse, TP_CC-SanDiego, Tsinghua, Tsinghua-A, Tuebingen, Tufts, TU_Darmstadt, TU_Delft-Leiden, TU_Eindhoven, UANL_Mty-Mexico, UB_Indonesia, UC-Santa_Cruz-BioE, UCC_Ireland, UChicago, UCL, UCLA, UCL_Academy, UCSC, UCSD_Software, UCSF_UCB, UC_Davis, UC_Santa_Barbara, UESTC-China, UESTC-Software, UFAM_Brazil, UFMG_Brazil, UGA-Georgia, UI-Indonesia, UiOslo_Norway, UIUC_Illinois, ULB-Brussels, UMaryland, UMayor-Chile, UNIK_Copenhagen, uOttawa, Uppsala, USP-OWLS-PA, USTC-China, USTC-Software, UST_Beijing, USyd-Australia, UT-Dallas, UT-Tokyo, Utah_State, Valencia_Biocampus, Valencia_UPV, Vanderbilt, Vanderbilt_MF, Vanderbilt_Software, Virginia, Virtus-Parva_Mexico, Wageningen_UR, WalthamHS_BioHawks, Warsaw, Warwick, Washington, WashU_StLouis, Waterloo, WHHS_Cincinnati_OH, WHU-China, WHU-Pharm, William_and_Mary, WLC-Milwaukee, WPI-Worcester, XMU-China, Yale, York, Zamorano, ZJU-China",2014.0
"[[""other teams"", ""other""]]",2014.0
