team,context,target,source_team,year,batch_id,chunk_id
Lanzhou,collaborated with,NEU-China,Lanzhou,2017,2,0
Lanzhou,collaborated with,BIT-China,Lanzhou,2017,2,0
Cologne-Duesseldorf,collaborated with,Aachen,Cologne-Duesseldorf,2017,2,1
Queens Canada,collaborated,University of Calgary iGEM team,Queens_Canada,2018,2,3
Queens Canada,met up with,University of Calgary iGEM team,Queens_Canada,2018,2,3
Queens Canada,had skype calls with,University of Calgary iGEM team,Queens_Canada,2018,2,3
Queens Canada,shared ideas and troubleshooted problems with,University of Calgary iGEM team,Queens_Canada,2018,2,3
Queens Canada,shared strategies and discussed genetic engineering with,University of Calgary iGEM team,Queens_Canada,2018,2,3
Queens Canada,discussed accessing university funding with,University of Calgary iGEM team,Queens_Canada,2018,2,3
Queens Canada,discussed STEM research at Canadian universities with,University of Calgary iGEM team,Queens_Canada,2018,2,3
Queens Canada,discussed laboratory techniques with,University of Calgary iGEM team,Queens_Canada,2018,2,3
Queens Canada,checked in on progress with,University of Calgary iGEM team,Queens_Canada,2018,2,3
Queens Canada,discussed difficulties of performing life sciences research in zero gravity with,University of Calgary iGEM team,Queens_Canada,2018,2,3
Queens Canada,discussed plans for sharing learning opportunities with,University of Calgary iGEM team,Queens_Canada,2018,2,3
Queens Canada,awarded Opentrons OT-2 automatic pipetting robot by,Makerere University iGEM team,Queens_Canada,2018,2,3
Queens Canada,shared protocols and tips with,Makerere University iGEM team,Queens_Canada,2018,2,3
Queens Canada,discussed wet lab protocols with,Makerere University iGEM team,Queens_Canada,2018,2,3
Queens Canada,discussed dry lab modelling with,Makerere University iGEM team,Queens_Canada,2018,2,3
Queens Canada,discussed practical applications of projects with,Makerere University iGEM team,Queens_Canada,2018,2,3
TU-Eindhoven,collaborated,Franconia,TU-Eindhoven,2017,2,4
Franconia,translated game,TU-Eindhoven,TU-Eindhoven,2017,2,4
Waterloo,surveyed,TU-Eindhoven,TU-Eindhoven,2017,2,4
UNebraska-Lincoln,surveyed,TU-Eindhoven,TU-Eindhoven,2017,2,4
AUC TURKEY,characterized parts for,ATOMS_Turkiye,AUC_TURKEY,2015,2,7
AUC TURKEY,helped code wiki for,ATOMS_Turkiye,AUC_TURKEY,2015,2,7
AUC TURKEY,participated in Synthetic Biology Day with,ATOMS Turkiye,AUC_TURKEY,2015,2,7
AUC TURKEY,participated in Synthetic Biology Day with,METU Ankara,AUC_TURKEY,2015,2,7
AUC TURKEY,participated in Synthetic Biology Day with,METU HS,AUC_TURKEY,2015,2,7
TEC GenetiX CCM,visited,INMEGEN,TEC_GenetiX_CCM,2016,2,8
TEC GenetiX CCM,attended,iGem Latin-America Meetup,TEC_GenetiX_CCM,2016,2,8
TEC GenetiX CCM,cooperated,iGem teams in Tec system,TEC_GenetiX_CCM,2016,2,8
TEC GenetiX CCM,answered surveys for,iGem teams,TEC_GenetiX_CCM,2016,2,8
TAS_Taipei,validated ElectroPen with,Lambert_GA,TAS_Taipei,2018,2,9
TAS_Taipei,attended conference at,NCHU,TAS_Taipei,2018,2,9
TAS_Taipei,met over 20 teams from,"China, Taiwan, and Japan",TAS_Taipei,2018,2,9
TAS_Taipei,received feedback from,Dr. Ying Chieh Tsai,TAS_Taipei,2018,2,9
TAS_Taipei,contacted by,TecCem iGEM 2018,TAS_Taipei,2018,2,9
TAS Taipei 2016,worked with,chitosan nanoparticles,TAS_Taipei,2018,2,9
TAS_Taipei,contacted by,RDFZ-China,TAS_Taipei,2018,2,9
TAS_Taipei,participated in postcard swap with,Dusseldorf,TAS_Taipei,2018,2,9
TAS_Taipei,offered advice to,Sorbonne U Paris,TAS_Taipei,2018,2,9
NU Kazakhstan,collaborated with,other iGEM teams,NU_Kazakhstan,2015,2,10
NU Kazakhstan,can work with,software teams,NU_Kazakhstan,2015,2,10
NU Kazakhstan,can work with,hardware teams,NU_Kazakhstan,2015,2,10
NU Kazakhstan,can work with,high school teams,NU_Kazakhstan,2015,2,10
NU Kazakhstan,can work with,non-iGEM research groups,NU_Kazakhstan,2015,2,10
NU Kazakhstan,can mentor,high-school team,NU_Kazakhstan,2015,2,10
CCU Taiwan,collaborated with,NYMU-Taipei team,CCU_Taiwan,2018,2,11
CCU Taiwan,participated in conference with,Asia Pacific Conference,CCU_Taiwan,2018,2,11
CCU Taiwan,visited,NCKU Tainan iGEM Team,CCU_Taiwan,2018,2,11
Utrecht,reached out to,NRC,Utrecht,2018,2,12
Utrecht,collaborated with,Eindhoven,Utrecht,2018,2,12
Utrecht,collaborated with,Leiden,Utrecht,2018,2,12
Utrecht,collaborated with,Groningen,Utrecht,2018,2,12
NAU-CHINA,collaborated with,AHUT_China,NAU-CHINA,2016,2,14
NAU-CHINA,exchanged ideas with,AHUT_China,NAU-CHINA,2016,2,14
NAU-CHINA,advised,AHUT_China,NAU-CHINA,2016,2,14
AHUT_China,helped,NAU-CHINA,NAU-CHINA,2016,2,14
NAU-CHINA,benefited from advice from,NTHU_Taiwan,NAU-CHINA,2016,2,14
NTHU_Taiwan,advised,NAU-CHINA,NAU-CHINA,2016,2,14
NCKU_Tainan,collaborated,UESTC-China,NCKU_Tainan,2018,2,15
NCKU_Tainan,provided,UESTC-China,NCKU_Tainan,2018,2,15
NCKU_Tainan,helped design,UESTC-China,NCKU_Tainan,2018,2,15
NCKU_Tainan,met with,Tec-Monterrey,NCKU_Tainan,2018,2,15
NCKU_Tainan,introduced project to,Tec-Monterrey,NCKU_Tainan,2018,2,15
NCKU_Tainan,received feedback from,Tec-Monterrey,NCKU_Tainan,2018,2,15
NCKU_Tainan,planned collaboration with,Tec-Monterrey,NCKU_Tainan,2018,2,15
NJU-China,received target DNA from,NUDT_CHINA team,NJU-China,2016,2,16
NUDT_CHINA team,provided target DNA to,NJU-China,NJU-China,2016,2,16
NJU-China,received help from,NUDT_CHINA,NJU-China,2016,2,16
NJU-China,collaborated with,SCUT-China,NJU-China,2016,2,16
SCUT-China,collaborated with,NJU-China,NJU-China,2016,2,16
NJU-China,collaborated with,JSNU-China,NJU-China,2016,2,16
JSNU-China,received cells and advice from,NJU-China,NJU-China,2016,2,16
Calgary,collaborated with,University of Chicago,Calgary,2009,2,17
Calgary,collaborated with,University of Illinois,Calgary,2009,2,17
Osaka,collaborated with,Kyoto Institute of Technology KIT-Kyoto,Osaka,2012,2,18
Osaka,collaborated with,Ehime-Japan,Osaka,2012,2,18
Osaka,received lab space from,Radiation Biology and Medical Genetics Lab at Osaka University,Osaka,2012,2,18
Osaka,received genomic DNA from,Ion Beam Mutagenesis Research Group at Japan Atomic Energy Agency,Osaka,2012,2,18
Osaka,received advice from,Professor Hayano at the University of Tokyo and ASACUSA at CERN,Osaka,2012,2,18
CSU_CHINA,collaborated,NUDT_CHINA,CSU_CHINA,2018,2,19
CSU_CHINA,communicated,SJTU-BioX-Shanghai,CSU_CHINA,2018,2,19
SJTU-BioX-Shanghai,presented projects to,CSU_CHINA,CSU_CHINA,2018,2,19
Nanjing-China,collaborated,CSU_CHINA,CSU_CHINA,2018,2,19
Nanjing-China,introduced iGEM to,CSU_CHINA,CSU_CHINA,2018,2,19
Nanjing-China,offered help and advice to,CSU_CHINA,CSU_CHINA,2018,2,19
UESTC-China,contacted,CSU_CHINA,CSU_CHINA,2018,2,19
UESTC-China,mentored,CSU_CHINA,CSU_CHINA,2018,2,19
USP-EEL-Brazil,collaborated,USP-Brazil,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,collaborated,Unesp_Brazil,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in,Brazilian Meet Up,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,organized,Brazilian Meet Up,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in,Latin America Meet Up,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,communicated with,Tec CEM team,USP-EEL-Brazil,2018,2,20
USP-EEL-Brazil,participated in,Labs Like you parody video,USP-EEL-Brazil,2018,2,20
USP-Brazil,collaborated,USP-EEL-Brazil,USP-EEL-Brazil,2018,2,20
Unesp_Brazil,collaborated,USP-EEL-Brazil,USP-EEL-Brazil,2018,2,20
Tec CEM team,hosted,Latin America teams,USP-EEL-Brazil,2018,2,20
Tec CEM team,communicated with,USP-EEL-Brazil,USP-EEL-Brazil,2018,2,20
Ain Shams-Egypt,collaborated with,UP_PRETORIA iGEM,Ain_Shams-Egypt,2016,2,21
Ain Shams-Egypt,can work with,any other team in the competition,Ain_Shams-Egypt,2016,2,21
Ain Shams-Egypt,can work with,software teams,Ain_Shams-Egypt,2016,2,21
Ain Shams-Egypt,can work with,hardware teams,Ain_Shams-Egypt,2016,2,21
Ain Shams-Egypt,can work with,high school teams,Ain_Shams-Egypt,2016,2,21
Ain Shams-Egypt,can work with,non-iGEM research groups,Ain_Shams-Egypt,2016,2,21
Ain Shams-Egypt,can help,improve the function of another team's BioBrick Part or Device,Ain_Shams-Egypt,2016,2,21
Ain Shams-Egypt,can help,characterize another team's part,Ain_Shams-Egypt,2016,2,21
Ain Shams-Egypt,can help,debug a construct,Ain_Shams-Egypt,2016,2,21
Ain Shams-Egypt,can help,model or simulate another team's system,Ain_Shams-Egypt,2016,2,21
Ain Shams-Egypt,can help,test another team's software,Ain_Shams-Egypt,2016,2,21
Ain Shams-Egypt,can help,build and test another team's hardware project,Ain_Shams-Egypt,2016,2,21
Ain Shams-Egypt,can mentor,a high-school team,Ain_Shams-Egypt,2016,2,21
NYU_Abu_Dhabi,collaborated,Team REC Chennai,NYU_Abu_Dhabi,2018,2,22
NYU_Abu_Dhabi,collaborated,Team ICT-Mumbai,NYU_Abu_Dhabi,2018,2,22
NYU_Abu_Dhabi,collaborated,Team CPU China,NYU_Abu_Dhabi,2018,2,22
NYU_Abu_Dhabi,collaborated,Team Uppsala,NYU_Abu_Dhabi,2018,2,22
NYU_Abu_Dhabi,collaborated,Team Linkoping Sweden,NYU_Abu_Dhabi,2018,2,22
NYU_Abu_Dhabi,collaborated,Team IlT-Madras,NYU_Abu_Dhabi,2018,2,22
NYU_Abu_Dhabi,attended workshop with,iGEM VIT,NYU_Abu_Dhabi,2018,2,22
KAIT JAPAN,collaborated,Promega,KAIT_JAPAN,2018,2,24
KAIT JAPAN,participated in meetup,iGEM East Japan 2018,KAIT_JAPAN,2018,2,24
KAIT JAPAN,discussed with,Bielefeld University,KAIT_JAPAN,2018,2,24
Hong Kong JSS,collaborated with,Hong_Kong-CUHK,Hong_Kong_JSS,2018,2,25
Hong Kong JSS,borrowed lab from,Hong_Kong-CUHK,Hong_Kong_JSS,2018,2,25
Hong_Kong-CUHK,provided apparatus to,Hong Kong JSS,Hong_Kong_JSS,2018,2,25
Hong_Kong-CUHK,provided LB agars to,Hong Kong JSS,Hong_Kong_JSS,2018,2,25
Hong_Kong-CUHK,provided competent cells to,Hong Kong JSS,Hong_Kong_JSS,2018,2,25
Hong_Kong-CUHK,taught lab techniques to,Hong Kong JSS,Hong_Kong_JSS,2018,2,25
Hong Kong JSS,had a meeting with,Hong_Kong-HKUST,Hong_Kong_JSS,2018,2,25
Hong_Kong JSS,presented project to,Hong_Kong-HKUST,Hong_Kong_JSS,2018,2,25
Hong_Kong-HKUST,hopes to collaborate with,Hong Kong JSS,Hong_Kong_JSS,2018,2,25
Hong_Kong-HKUST,suggested teaching modelling to,Hong Kong JSS,Hong_Kong_JSS,2018,2,25
Peshawar,collaborated,iGEM DU Dresden,Peshawar,2017,2,26
Peshawar,participated in discussion,iGEM Uppsala,Peshawar,2017,2,26
Technion Israel,organized,Peshawar,Peshawar,2017,2,26
Michigan,developed,Peshawar,Peshawar,2017,2,26
Peshawar,collaborated,Franconia,Peshawar,2017,2,26
Peshawar,collaborated,KU Leuven,Peshawar,2017,2,26
Sheffield,gathered data for,Peshawar,Peshawar,2017,2,26
Peshawar,conducted Skype session with,Tel Hai,Peshawar,2017,2,26
Peshawar,provided information to,SMS China,Peshawar,2017,2,26
Aix-Marseille,collaborated,TU DELFT,Aix-Marseille,2015,2,28
Aix-Marseille,collaborated,HEIDELBERG,Aix-Marseille,2015,2,28
Aix-Marseille,collaborated,UAM_Poznan,Aix-Marseille,2015,2,28
Aix-Marseille,collaborated,Westminster,Aix-Marseille,2015,2,28
Aix-Marseille,collaborated,SDU-Denmark,Aix-Marseille,2015,2,28
Aix-Marseille,collaborated,UFMG_Brazil,Aix-Marseille,2015,2,28
Aix-Marseille,collaborated,OUC China,Aix-Marseille,2015,2,28
Aix-Marseille,collaborated,KU_LEUVEN,Aix-Marseille,2015,2,28
Aix-Marseille,collaborated,METU TURKEY,Aix-Marseille,2015,2,28
Aix-Marseille,collaborated,GRONINGEN,Aix-Marseille,2015,2,28
Aix-Marseille,collaborated,BGU ISRAEL,Aix-Marseille,2015,2,28
