text,source_team,year,chunk
"relationships: [[""Lanzhou"", ""collaborated with"", ""NEU-China""], [""Lanzhou"", ""collaborated with"", ""BIT-China""]]",Lanzhou,2017,0
"relationships: [[""Cologne-Duesseldorf"", ""collaborated with"", ""Aachen""]]",Cologne-Duesseldorf,2017,1
[],Nanjing-China,2015,2
"relationships: [[""Queens Canada"", ""collaborated with"", ""University of Calgary""],[""Queens Canada"", ""met up with"", ""University of Calgary""],[""Queens Canada"", ""had skype calls with"", ""University of Calgary""],[""Queens Canada"", ""worked alongside"", ""University of Calgary""],[""Queens Canada"", ""wished success to"", ""University of Calgary""],[""Queens Canada"", ""shared protocols and tips with"", ""Makerere University""],[""Queens Canada"", ""exchanged knowledge with"", ""Makerere University""]]",Queens_Canada,2018,3
"relationships: [[""TU-Eindhoven"", ""collaborated"", ""Franconia""], [""Franconia"", ""collaborated"", ""TU-Eindhoven""], [""TU-Eindhoven"", ""translated game with"", ""Franconia""], [""Franconia"", ""translated game with"", ""TU-Eindhoven""], [""TU-Eindhoven"", ""answered survey from"", ""Waterloo""], [""TU-Eindhoven"", ""answered survey from"", ""UNebraska-Lincoln""]]",TU-Eindhoven,2017,4
[],SSTi-SZGD,2017,5
[],Tokyo_Tech,2016,6
"relationships: [[""AUC TURKEY"", ""characterized parts for"", ""ATOMS_Turkiye""],[""AUC TURKEY"",""helped with wiki coding for"",""ATOMS_Turkiye""],[""AUC TURKEY"",""participated in Synthetic Biology Day with"",""ATOMS Turkiye""],[""AUC TURKEY"",""participated in Synthetic Biology Day with"",""METU Ankara""],[""AUC TURKEY"",""participated in Synthetic Biology Day with"",""METU HS""]]",AUC_TURKEY,2015,7
"relationships: [[""TEC GenetiX CCM"", ""visited"", ""INMEGEN""], [""TEC GenetiX CCM"", ""participated in meetup"", ""iGem Latin-America""], [""TEC GenetiX CCM"", ""cooperated with"", ""iGem teams""], [""TEC GenetiX CCM"", ""cooperated with"", ""Tec system teams""], [""TEC GenetiX CCM"", ""answered surveys for"", ""iGem teams""]]",TEC_GenetiX_CCM,2016,8
"relationships: [[""TAS_Taipei"", ""validated ElectroPen with"", ""Lambert_GA""],[""TAS_Taipei"",""attended conference at"",""NCHU""],[""TAS_Taipei"",""met over 20 teams from"",""China, Taiwan, and Japan""],[""TAS_Taipei"",""received feedback from"",""Dr. Ying Chieh Tsai""],[""TAS_Taipei"",""contacted by"",""TecCem iGEM 2018""],[""TAS Taipei 2016"",""shared SEM imaging protocol with"",""TecCem iGEM 2018""],[""TAS_Taipei"",""visited by"",""Harry Jiang from RDFZ-China""],[""TAS_Taipei"",""participated in postcard swap with"",""Dusseldorf iGEM team""],[""TAS_Taipei"",""advised Sorbonne U Paris on"",""wiki design and layout""]]",TAS_Taipei,2018,9
"relationships: [[""NU Kazakhstan"", ""collaborated with"", ""other iGEM teams""],[""NU Kazakhstan"",""can work with"",""software teams""],[""NU Kazakhstan"",""can work with"",""hardware teams""],[""NU Kazakhstan"",""can work with"",""high school teams""],[""NU Kazakhstan"",""can work with"",""non-iGEM research groups""],[""NU Kazakhstan"",""can mentor"",""high-school team""]]",NU_Kazakhstan,2015,10
"relationships: [[""CCU Taiwan"", ""collaborated with"", ""NYMU-Taipei team""],[""CCU Taiwan"",""attended conference with"",""Asia Pacific Conference""],[""CCU Taiwan"",""exchanged with"",""NCKU iGEM team""]]",CCU_Taiwan,2018,11
"relationships: [[""Utrecht"", ""reached out to"", ""NRC""],[""Utrecht"",""invited"",""Eindhoven""],[""Utrecht"",""invited"",""Leiden""],[""Utrecht"",""invited"",""Groningen""],[""Utrecht"",""collaborated with"",""NRC""],[""Utrecht"",""collaborated with"",""Eindhoven""],[""Utrecht"",""collaborated with"",""Leiden""],[""Utrecht"",""collaborated with"",""Groningen""]]",Utrecht,2018,12
[],Leiden,2016,13
"relationships: [[""NAU-CHINA"", ""collaborated"", ""AHUT_China""], [""NAU-CHINA"", ""exchanged ideas with"", ""AHUT_China""], [""NAU-CHINA"", ""advised"", ""AHUT_China""], [""NAU-CHINA"", ""received advice from"", ""NTHU_Taiwan""]]",NAU-CHINA,2016,14
"relationships: [[""NCKU_Tainan"", ""collaborated with"", ""UESTC-China""], [""NCKU_Tainan"", ""provided valuable way to"", ""UESTC-China""], [""NCKU_Tainan"", ""helped design draft of device for"", ""UESTC-China""], [""NCKU_Tainan"", ""contributed to"", ""CO2 downstream processing""], [""NCKU_Tainan"", ""contributed to"", ""Alternative Energy""], [""NCKU_Tainan"", ""collaborated with"", ""Tec-Monterrey""]]",NCKU_Tainan,2018,15
"relationships: [[""NJU-China"", ""received target DNA from"", ""NUDT_CHINA team""], [""NJU-China"", ""collaborated with"", ""SCUT-China""], [""NJU-China"", ""collaborated with"", ""JSNU-China""]]",NJU-China,2016,16
"relationships: [[""Calgary"", ""collaborated with"", ""University of Chicago""],[""Calgary"",""collaborated with"",""University of Illinois""]]",Calgary,2009,17
"relationships: [[""Osaka"",""collaborated with"",""Kyoto Institute of Technology KIT-Kyoto""],[""Osaka"",""collaborated with"",""Ehime-Japan""],[""Osaka"",""received help from"",""Radiation Biology and Medical Genetics Lab at Osaka University""],[""Osaka"",""received help from"",""Ion Beam Mutagenesis Research Group at Japan Atomic Energy Agency""],[""Osaka"",""received help from"",""laboratory of Hayano at the University of Tokyo and ASACUSA at CERN""]]",Osaka,2012,18
"relationships: [[""CSU_CHINA"", ""collaborated"", ""NUDT_CHINA""], [""CSU_CHINA"", ""communicated with"", ""SJTU-BioX-Shanghai""], [""SJTU-BioX-Shanghai"", ""presented projects to"", ""CSU_CHINA""], [""CSU_CHINA"", ""collaborated with"", ""Nanjing-China""], [""Nanjing-China"", ""introduced iGEM to"", ""CSU_CHINA""], [""Nanjing-China"", ""offered help and advice to"", ""CSU_CHINA""], [""CSU_CHINA"", ""contacted"", ""UESTC-China""], [""UESTC-China"", ""mentored"", ""CSU_CHINA""]]",CSU_CHINA,2018,19
"relationships: [[""USP-EEL-Brazil"",""collaborated"",""USP-Brazil""],[""USP-EEL-Brazil"",""collaborated"",""Unesp_Brazil""],[""USP-EEL-Brazil"",""organized"",""Brazilian Meet Up""],[""USP-EEL-Brazil"",""participated in"",""Brazilian Meet Up""],[""USP-EEL-Brazil"",""presented at"",""Brazilian Meet Up""],[""USP-EEL-Brazil"",""saw projects from"",""Brazilian Meet Up""],[""USP-EEL-Brazil"",""had lectures with"",""Braskem""],[""USP-EEL-Brazil"",""had lectures with"",""SENAI-CETIQT""],[""USP-EEL-Brazil"",""hosted"",""Latin America Meet Up""],[""USP-EEL-Brazil"",""presented at"",""Latin America Meet Up""],[""USP-EEL-Brazil"",""received feedback from"",""Latin America Meet Up""],[""USP-EEL-Brazil"",""created parody with"",""Tec CEM team""],[""USP-EEL-Brazil"",""participated in parody with"",""IISER Bhopal""],[""USP-EEL-Brazil"",""participated in parody with"",""AFCM""],[""USP-EEL-Brazil"",""participated in parody with"",""UNESP Brazil""],[""USP-EEL-Brazil"",""participated in parody with"",""WASHINGTON""],[""USP-EEL-Brazil"",""participated in parody with"",""Tust China""],[""USP-EEL-Brazil"",""participated in parody with"",""Bielefeld-CeBiTec""],[""USP-EEL-Brazil"",""participated in parody with"",""IISc-Bangalore""],[""USP-EEL-Brazil"",""participated in parody with"",""DUSSELDORF""],[""USP-EEL-Brazil"",""participated in parody with"",""GRONINGEN""],[""USP-EEL-Brazil"",""participated in parody with"",""DALHOUSIE""],[""USP-EEL-Brazil"",""participated in parody with"",""LEIDEN""],[""USP-EEL-Brazil"",""participated in parody with"",""UFLORIDA""],[""USP-EEL-Brazil"",""participated in parody with"",""TartuTUIT_IGEM""],[""USP-EEL-Brazil"",""participated in parody with"",""Toulouse NSA""]]",USP-EEL-Brazil,2018,20
